"NO SUCCURSALE";"CODE SAQ (CIP)";"QTÉ INVENTAIRE(unités)";"ANNÉE";"PÉRIODE";"SEMAINE";"DATE DU JOUR"
'33632';'14954868';12;2025;11;3;'2026/01/24'
'33632';'14954892';12;2025;11;3;'2026/01/24'
'33632';'14989770';12;2025;11;3;'2026/01/24'
'33632';'14989788';11;2025;11;3;'2026/01/24'
'33632';'14989809';7;2025;11;3;'2026/01/24'
'33632';'14989825';26;2025;11;3;'2026/01/24'
'33632';'14989833';7;2025;11;3;'2026/01/24'
'33632';'15095284';9;2025;11;3;'2026/01/24'
'33632';'15168156';85;2025;11;3;'2026/01/24'
'33632';'15298014';34;2025;11;3;'2026/01/24'
'33632';'15303872';6;2025;11;3;'2026/01/24'
'33632';'15311581';10;2025;11;3;'2026/01/24'
'33632';'15384553';3;2025;11;3;'2026/01/24'
'33632';'15474217';45;2025;11;3;'2026/01/24'
'33633';'14682882';3;2025;11;3;'2026/01/24'
'33633';'14758699';4;2025;11;3;'2026/01/24'
'33633';'14954868';1;2025;11;3;'2026/01/24'
'33633';'14954892';9;2025;11;3;'2026/01/24'
'33633';'14989770';24;2025;11;3;'2026/01/24'
'33633';'14989788';9;2025;11;3;'2026/01/24'
'33633';'14989809';17;2025;11;3;'2026/01/24'
'33633';'14989825';6;2025;11;3;'2026/01/24'
'33633';'15168156';60;2025;11;3;'2026/01/24'
'33635';'14064873';18;2025;11;3;'2026/01/24'
'33635';'14545132';11;2025;11;3;'2026/01/24'
'33635';'14561781';11;2025;11;3;'2026/01/24'
'33635';'14682882';10;2025;11;3;'2026/01/24'
'33635';'14758699';9;2025;11;3;'2026/01/24'
'33635';'14954868';10;2025;11;3;'2026/01/24'
'33635';'14954892';11;2025;11;3;'2026/01/24'
'33635';'14989770';12;2025;11;3;'2026/01/24'
'33635';'14989809';5;2025;11;3;'2026/01/24'
'33635';'14989825';24;2025;11;3;'2026/01/24'
'33635';'15095284';10;2025;11;3;'2026/01/24'
'33635';'15168156';18;2025;11;3;'2026/01/24'
'33635';'15298014';60;2025;11;3;'2026/01/24'
'33635';'15303910';11;2025;11;3;'2026/01/24'
'33635';'15311581';6;2025;11;3;'2026/01/24'
'33635';'15384553';2;2025;11;3;'2026/01/24'
'33635';'15489099';7;2025;11;3;'2026/01/24'
'33637';'14064873';11;2025;11;3;'2026/01/24'
'33637';'14758699';8;2025;11;3;'2026/01/24'
'33637';'14954892';3;2025;11;3;'2026/01/24'
'33637';'15095284';8;2025;11;3;'2026/01/24'
'33637';'15303872';10;2025;11;3;'2026/01/24'
'33638';'14064873';3;2025;11;3;'2026/01/24'
'33638';'14954868';4;2025;11;3;'2026/01/24'
'33638';'14989809';12;2025;11;3;'2026/01/24'
'33638';'15474217';40;2025;11;3;'2026/01/24'
'33639';'14954892';11;2025;11;3;'2026/01/24'
'33639';'14989788';2;2025;11;3;'2026/01/24'
'33639';'15298014';20;2025;11;3;'2026/01/24'
'33639';'15474217';56;2025;11;3;'2026/01/24'
'33691';'14064873';25;2025;11;3;'2026/01/24'
'33691';'14682882';4;2025;11;3;'2026/01/24'
'33691';'14758699';9;2025;11;3;'2026/01/24'
'33691';'14954868';10;2025;11;3;'2026/01/24'
'33691';'14954892';5;2025;11;3;'2026/01/24'
'33691';'14989809';9;2025;11;3;'2026/01/24'
'33691';'14989825';14;2025;11;3;'2026/01/24'
'33691';'15474217';-20;2025;11;3;'2026/01/24'
'33692';'14064873';12;2025;11;3;'2026/01/24'
'33692';'14545132';12;2025;11;3;'2026/01/24'
'33692';'14682882';48;2025;11;3;'2026/01/24'
'33692';'14758699';5;2025;11;3;'2026/01/24'
'33692';'14954868';11;2025;11;3;'2026/01/24'
'33692';'14954892';8;2025;11;3;'2026/01/24'
'33692';'14989788';5;2025;11;3;'2026/01/24'
'33692';'14989825';12;2025;11;3;'2026/01/24'
'33692';'15095284';4;2025;11;3;'2026/01/24'
'33692';'15311581';8;2025;11;3;'2026/01/24'
'33692';'15489099';22;2025;11;3;'2026/01/24'
'33693';'15474217';84;2025;11;3;'2026/01/24'
'33694';'14064873';3;2025;11;3;'2026/01/24'
'33694';'14682882';15;2025;11;3;'2026/01/24'
'33694';'14758699';1;2025;11;3;'2026/01/24'
'33694';'14954892';5;2025;11;3;'2026/01/24'
'33694';'14989770';5;2025;11;3;'2026/01/24'
'33694';'14989809';13;2025;11;3;'2026/01/24'
'33694';'14989825';16;2025;11;3;'2026/01/24'
'33694';'14989833';4;2025;11;3;'2026/01/24'
'33694';'15095284';10;2025;11;3;'2026/01/24'
'33694';'15298014';68;2025;11;3;'2026/01/24'
'33694';'15303872';14;2025;11;3;'2026/01/24'
'33694';'15303910';9;2025;11;3;'2026/01/24'
'33694';'15311581';15;2025;11;3;'2026/01/24'
'33694';'15384553';2;2025;11;3;'2026/01/24'
'33694';'15474217';83;2025;11;3;'2026/01/24'
'33694';'15521562';36;2025;11;3;'2026/01/24'
'33695';'14682882';11;2025;11;3;'2026/01/24'
'33851';'15095284';16;2025;11;3;'2026/01/24'
'33852';'14064873';6;2025;11;3;'2026/01/24'
'33852';'14682882';9;2025;11;3;'2026/01/24'
'33852';'14954868';1;2025;11;3;'2026/01/24'
'33852';'14989788';15;2025;11;3;'2026/01/24'
'33852';'14989809';2;2025;11;3;'2026/01/24'
'33852';'15095284';5;2025;11;3;'2026/01/24'
'33852';'15298014';24;2025;11;3;'2026/01/24'
'33853';'14545132';10;2025;11;3;'2026/01/24'
'33853';'14682882';7;2025;11;3;'2026/01/24'
'33853';'14954868';2;2025;11;3;'2026/01/24'
'33853';'14989809';12;2025;11;3;'2026/01/24'
'33853';'15168156';24;2025;11;3;'2026/01/24'
'33853';'15298014';28;2025;11;3;'2026/01/24'
'33853';'15311581';8;2025;11;3;'2026/01/24'
'33853';'15474217';20;2025;11;3;'2026/01/24'
'33854';'14064873';6;2025;11;3;'2026/01/24'
'33854';'14682882';11;2025;11;3;'2026/01/24'
'33854';'14758699';11;2025;11;3;'2026/01/24'
'33854';'14954892';8;2025;11;3;'2026/01/24'
'33854';'14989770';1;2025;11;3;'2026/01/24'
'33854';'14989809';10;2025;11;3;'2026/01/24'
'33854';'15095284';15;2025;11;3;'2026/01/24'
'33854';'15298014';84;2025;11;3;'2026/01/24'
'33854';'15303910';2;2025;11;3;'2026/01/24'
'33854';'15384553';2;2025;11;3;'2026/01/24'
'33854';'15474217';84;2025;11;3;'2026/01/24'
'33856';'14682882';13;2025;11;3;'2026/01/24'
'33856';'14758699';6;2025;11;3;'2026/01/24'
'33856';'14954892';20;2025;11;3;'2026/01/24'
'33856';'14989809';7;2025;11;3;'2026/01/24'
'33856';'14989825';7;2025;11;3;'2026/01/24'
'33856';'15095284';13;2025;11;3;'2026/01/24'
'33856';'15311581';5;2025;11;3;'2026/01/24'
'33858';'14064873';11;2025;11;3;'2026/01/24'
'33858';'14758699';7;2025;11;3;'2026/01/24'
'33858';'14954868';10;2025;11;3;'2026/01/24'
'33858';'14954892';11;2025;11;3;'2026/01/24'
'33858';'14989770';9;2025;11;3;'2026/01/24'
'33858';'14989788';1;2025;11;3;'2026/01/24'
'33858';'14989809';4;2025;11;3;'2026/01/24'
'33858';'14989825';8;2025;11;3;'2026/01/24'
'33858';'15311581';9;2025;11;3;'2026/01/24'
'33858';'15474217';20;2025;11;3;'2026/01/24'
'33859';'14989825';5;2025;11;3;'2026/01/24'
'33862';'14545132';6;2025;11;3;'2026/01/24'
