"NO SUCCURSALE";"CODE SAQ (CIP)";"QTÉ INVENTAIRE(unités)";"ANNÉE";"PÉRIODE";"SEMAINE";"DATE DU JOUR"
'23367';'15311581';9;2025;11;3;'2026/01/24'
'23368';'14682882';5;2025;11;3;'2026/01/24'
'23368';'14954892';4;2025;11;3;'2026/01/24'
'23368';'14989825';5;2025;11;3;'2026/01/24'
'23368';'15095284';5;2025;11;3;'2026/01/24'
'23368';'15303910';15;2025;11;3;'2026/01/24'
'23368';'15489099';4;2025;11;3;'2026/01/24'
'23369';'14954892';10;2025;11;3;'2026/01/24'
'23369';'15489099';9;2025;11;3;'2026/01/24'
'23371';'14682882';31;2025;11;3;'2026/01/24'
'23371';'14758699';16;2025;11;3;'2026/01/24'
'23371';'15095284';10;2025;11;3;'2026/01/24'
'23371';'15311581';4;2025;11;3;'2026/01/24'
'23371';'15384553';10;2025;11;3;'2026/01/24'
'23371';'15489099';9;2025;11;3;'2026/01/24'
'23379';'14064873';8;2025;11;3;'2026/01/24'
'23379';'14954892';14;2025;11;3;'2026/01/24'
'23379';'14989809';9;2025;11;3;'2026/01/24'
'23379';'14989825';3;2025;11;3;'2026/01/24'
'23380';'14064873';21;2025;11;3;'2026/01/24'
'23380';'14682882';30;2025;11;3;'2026/01/24'
'23380';'14954892';1;2025;11;3;'2026/01/24'
'23380';'14989770';11;2025;11;3;'2026/01/24'
'23380';'14989809';16;2025;11;3;'2026/01/24'
'23380';'14989825';15;2025;11;3;'2026/01/24'
'23380';'15303910';24;2025;11;3;'2026/01/24'
'23380';'15311581';2;2025;11;3;'2026/01/24'
'23381';'14682882';20;2025;11;3;'2026/01/24'
'23385';'14001338';5;2025;11;3;'2026/01/24'
'23385';'14682882';12;2025;11;3;'2026/01/24'
'23385';'14989825';40;2025;11;3;'2026/01/24'
'23385';'15303872';18;2025;11;3;'2026/01/24'
'23390';'14954892';17;2025;11;3;'2026/01/24'
'23390';'14989825';55;2025;11;3;'2026/01/24'
'23390';'15095284';8;2025;11;3;'2026/01/24'
'23390';'15303872';11;2025;11;3;'2026/01/24'
'23451';'14682882';525;2025;11;3;'2026/01/24'
'33501';'14064873';15;2025;11;3;'2026/01/24'
'33501';'14545132';22;2025;11;3;'2026/01/24'
'33501';'14682882';19;2025;11;3;'2026/01/24'
'33501';'14758699';24;2025;11;3;'2026/01/24'
'33501';'14954868';9;2025;11;3;'2026/01/24'
'33501';'14954892';7;2025;11;3;'2026/01/24'
'33501';'14989770';18;2025;11;3;'2026/01/24'
'33501';'14989788';17;2025;11;3;'2026/01/24'
'33501';'14989825';11;2025;11;3;'2026/01/24'
'33501';'14989833';9;2025;11;3;'2026/01/24'
'33501';'15095284';17;2025;11;3;'2026/01/24'
'33501';'15303872';8;2025;11;3;'2026/01/24'
'33501';'15303910';14;2025;11;3;'2026/01/24'
'33501';'15311581';14;2025;11;3;'2026/01/24'
'33501';'15384553';10;2025;11;3;'2026/01/24'
'33501';'15521562';12;2025;11;3;'2026/01/24'
'33503';'14064873';5;2025;11;3;'2026/01/24'
'33503';'14561781';9;2025;11;3;'2026/01/24'
'33503';'14682882';13;2025;11;3;'2026/01/24'
'33503';'14758699';2;2025;11;3;'2026/01/24'
'33503';'14954868';4;2025;11;3;'2026/01/24'
'33503';'14954892';3;2025;11;3;'2026/01/24'
'33503';'14989770';5;2025;11;3;'2026/01/24'
'33503';'14989788';2;2025;11;3;'2026/01/24'
'33503';'14989825';6;2025;11;3;'2026/01/24'
'33503';'15298014';3;2025;11;3;'2026/01/24'
'33503';'15303872';7;2025;11;3;'2026/01/24'
'33503';'15474217';4;2025;11;3;'2026/01/24'
'33504';'14064873';20;2025;11;3;'2026/01/24'
'33504';'14682882';9;2025;11;3;'2026/01/24'
'33504';'14758699';19;2025;11;3;'2026/01/24'
'33504';'14954892';8;2025;11;3;'2026/01/24'
'33504';'14989788';4;2025;11;3;'2026/01/24'
'33504';'14989809';4;2025;11;3;'2026/01/24'
'33504';'14989825';28;2025;11;3;'2026/01/24'
'33504';'15168156';78;2025;11;3;'2026/01/24'
'33504';'15311581';10;2025;11;3;'2026/01/24'
'33505';'14064873';12;2025;11;3;'2026/01/24'
'33505';'14545132';10;2025;11;3;'2026/01/24'
'33505';'14561781';36;2025;11;3;'2026/01/24'
'33505';'14682882';19;2025;11;3;'2026/01/24'
'33505';'14758699';28;2025;11;3;'2026/01/24'
'33505';'14954868';8;2025;11;3;'2026/01/24'
'33505';'14954892';2;2025;11;3;'2026/01/24'
'33505';'14989770';6;2025;11;3;'2026/01/24'
'33505';'14989788';14;2025;11;3;'2026/01/24'
'33505';'14989825';12;2025;11;3;'2026/01/24'
'33505';'15095284';3;2025;11;3;'2026/01/24'
'33505';'15298014';32;2025;11;3;'2026/01/24'
'33505';'15303872';13;2025;11;3;'2026/01/24'
'33505';'15303910';7;2025;11;3;'2026/01/24'
'33505';'15311581';9;2025;11;3;'2026/01/24'
'33505';'15384553';11;2025;11;3;'2026/01/24'
'33506';'14064873';9;2025;11;3;'2026/01/24'
'33506';'14682882';1;2025;11;3;'2026/01/24'
'33506';'14954868';21;2025;11;3;'2026/01/24'
'33506';'14989809';1;2025;11;3;'2026/01/24'
'33506';'14989825';11;2025;11;3;'2026/01/24'
'33506';'15095284';8;2025;11;3;'2026/01/24'
'33506';'15303872';14;2025;11;3;'2026/01/24'
'33506';'15303910';3;2025;11;3;'2026/01/24'
'33506';'15311581';5;2025;11;3;'2026/01/24'
'33506';'15384553';1;2025;11;3;'2026/01/24'
'33506';'15474217';96;2025;11;3;'2026/01/24'
'33507';'14064873';11;2025;11;3;'2026/01/24'
'33507';'14682882';9;2025;11;3;'2026/01/24'
'33507';'14758699';11;2025;11;3;'2026/01/24'
'33507';'14954868';10;2025;11;3;'2026/01/24'
'33507';'14954892';16;2025;11;3;'2026/01/24'
'33507';'14989809';8;2025;11;3;'2026/01/24'
'33507';'15311581';4;2025;11;3;'2026/01/24'
'33507';'15474217';16;2025;11;3;'2026/01/24'
'33508';'14682882';12;2025;11;3;'2026/01/24'
'33508';'14954892';11;2025;11;3;'2026/01/24'
'33509';'14561781';6;2025;11;3;'2026/01/24'
'33509';'14682882';16;2025;11;3;'2026/01/24'
'33509';'14758699';6;2025;11;3;'2026/01/24'
'33509';'14954868';11;2025;11;3;'2026/01/24'
'33509';'14954892';12;2025;11;3;'2026/01/24'
'33509';'14989770';10;2025;11;3;'2026/01/24'
'33509';'14989809';3;2025;11;3;'2026/01/24'
'33509';'15095284';2;2025;11;3;'2026/01/24'
'33509';'15168156';36;2025;11;3;'2026/01/24'
'33509';'15298014';12;2025;11;3;'2026/01/24'
'33509';'15303910';2;2025;11;3;'2026/01/24'
'33509';'15311581';11;2025;11;3;'2026/01/24'
'33509';'15384553';3;2025;11;3;'2026/01/24'
'33509';'15474217';24;2025;11;3;'2026/01/24'
'33510';'14545132';12;2025;11;3;'2026/01/24'
'33510';'14682882';10;2025;11;3;'2026/01/24'
'33510';'14758699';4;2025;11;3;'2026/01/24'
'33510';'14989825';12;2025;11;3;'2026/01/24'
'33510';'15095284';8;2025;11;3;'2026/01/24'
'33510';'15384553';3;2025;11;3;'2026/01/24'
'33510';'15474217';62;2025;11;3;'2026/01/24'
'33511';'14064873';3;2025;11;3;'2026/01/24'
'33511';'14545132';1;2025;11;3;'2026/01/24'
'33511';'14561781';7;2025;11;3;'2026/01/24'
'33511';'14682882';74;2025;11;3;'2026/01/24'
'33511';'14758699';15;2025;11;3;'2026/01/24'
'33511';'14954868';12;2025;11;3;'2026/01/24'
'33511';'14954892';4;2025;11;3;'2026/01/24'
'33511';'14989788';17;2025;11;3;'2026/01/24'
'33511';'14989809';7;2025;11;3;'2026/01/24'
'33511';'14989825';8;2025;11;3;'2026/01/24'
'33511';'14989833';1;2025;11;3;'2026/01/24'
'33511';'15095284';17;2025;11;3;'2026/01/24'
'33511';'15303910';12;2025;11;3;'2026/01/24'
'33511';'15311581';1;2025;11;3;'2026/01/24'
'33511';'15384553';3;2025;11;3;'2026/01/24'
'33512';'14064873';29;2025;11;3;'2026/01/24'
'33512';'14545132';6;2025;11;3;'2026/01/24'
'33512';'14561781';15;2025;11;3;'2026/01/24'
'33512';'14682882';21;2025;11;3;'2026/01/24'
'33512';'14758699';14;2025;11;3;'2026/01/24'
'33512';'14954868';11;2025;11;3;'2026/01/24'
'33512';'14954892';8;2025;11;3;'2026/01/24'
'33512';'14989770';11;2025;11;3;'2026/01/24'
'33512';'14989788';9;2025;11;3;'2026/01/24'
'33512';'14989809';22;2025;11;3;'2026/01/24'
'33512';'14989825';11;2025;11;3;'2026/01/24'
'33512';'15095284';10;2025;11;3;'2026/01/24'
'33512';'15168156';10;2025;11;3;'2026/01/24'
'33512';'15298014';36;2025;11;3;'2026/01/24'
'33512';'15303872';12;2025;11;3;'2026/01/24'
'33512';'15311581';11;2025;11;3;'2026/01/24'
'33512';'15384553';2;2025;11;3;'2026/01/24'
'33512';'15489099';73;2025;11;3;'2026/01/24'
'33512';'15521562';54;2025;11;3;'2026/01/24'
'33513';'14064873';7;2025;11;3;'2026/01/24'
'33513';'14545132';6;2025;11;3;'2026/01/24'
'33513';'14758699';14;2025;11;3;'2026/01/24'
'33513';'14954868';12;2025;11;3;'2026/01/24'
'33513';'15095284';14;2025;11;3;'2026/01/24'
'33513';'15168156';18;2025;11;3;'2026/01/24'
'33513';'15298014';28;2025;11;3;'2026/01/24'
'33513';'15311581';10;2025;11;3;'2026/01/24'
'33513';'15474217';12;2025;11;3;'2026/01/24'
'33513';'15521562';7;2025;11;3;'2026/01/24'
'33514';'14064873';7;2025;11;3;'2026/01/24'
'33514';'14758699';12;2025;11;3;'2026/01/24'
'33514';'14954868';11;2025;11;3;'2026/01/24'
'33514';'14954892';7;2025;11;3;'2026/01/24'
'33514';'14989825';9;2025;11;3;'2026/01/24'
'33514';'15168156';48;2025;11;3;'2026/01/24'
'33514';'15298014';4;2025;11;3;'2026/01/24'
'33514';'15311581';7;2025;11;3;'2026/01/24'
'33514';'15384553';1;2025;11;3;'2026/01/24'
'33514';'15474217';18;2025;11;3;'2026/01/24'
'33515';'14064873';10;2025;11;3;'2026/01/24'
'33515';'14545132';5;2025;11;3;'2026/01/24'
'33515';'14561781';2;2025;11;3;'2026/01/24'
'33515';'14682882';2;2025;11;3;'2026/01/24'
'33515';'14989809';9;2025;11;3;'2026/01/24'
'33515';'15095284';10;2025;11;3;'2026/01/24'
'33515';'15384553';3;2025;11;3;'2026/01/24'
'33517';'14954868';11;2025;11;3;'2026/01/24'
'33517';'14989788';12;2025;11;3;'2026/01/24'
'33517';'15303910';11;2025;11;3;'2026/01/24'
'33518';'14064873';11;2025;11;3;'2026/01/24'
'33518';'14545132';12;2025;11;3;'2026/01/24'
'33518';'14561781';18;2025;11;3;'2026/01/24'
'33518';'14682882';51;2025;11;3;'2026/01/24'
'33518';'14758699';12;2025;11;3;'2026/01/24'
'33518';'14954892';12;2025;11;3;'2026/01/24'
'33518';'14989809';10;2025;11;3;'2026/01/24'
'33518';'15095284';11;2025;11;3;'2026/01/24'
'33519';'14064873';23;2025;11;3;'2026/01/24'
'33519';'14682882';10;2025;11;3;'2026/01/24'
'33519';'14989809';21;2025;11;3;'2026/01/24'
'33519';'15298014';2;2025;11;3;'2026/01/24'
'33519';'15489099';10;2025;11;3;'2026/01/24'
'33520';'14064873';11;2025;11;3;'2026/01/24'
'33520';'14682882';13;2025;11;3;'2026/01/24'
'33520';'14954868';4;2025;11;3;'2026/01/24'
'33520';'14954892';6;2025;11;3;'2026/01/24'
'33520';'14989809';50;2025;11;3;'2026/01/24'
'33520';'14989825';22;2025;11;3;'2026/01/24'
'33520';'15095284';1;2025;11;3;'2026/01/24'
'33520';'15298014';35;2025;11;3;'2026/01/24'
'33520';'15303872';15;2025;11;3;'2026/01/24'
'33520';'15303910';10;2025;11;3;'2026/01/24'
'33520';'15384553';5;2025;11;3;'2026/01/24'
'33520';'15474217';57;2025;11;3;'2026/01/24'
'33520';'15521562';39;2025;11;3;'2026/01/24'
'33521';'14682882';10;2025;11;3;'2026/01/24'
'33521';'14758699';12;2025;11;3;'2026/01/24'
'33521';'14989825';3;2025;11;3;'2026/01/24'
'33521';'15095284';11;2025;11;3;'2026/01/24'
'33521';'15168156';42;2025;11;3;'2026/01/24'
'33523';'14561781';7;2025;11;3;'2026/01/24'
'33523';'14682882';58;2025;11;3;'2026/01/24'
'33523';'14758699';14;2025;11;3;'2026/01/24'
'33523';'14989809';17;2025;11;3;'2026/01/24'
'33523';'15095284';13;2025;11;3;'2026/01/24'
'33523';'15311581';5;2025;11;3;'2026/01/24'
'33523';'15521562';13;2025;11;3;'2026/01/24'
'33524';'14064873';6;2025;11;3;'2026/01/24'
'33524';'14682882';10;2025;11;3;'2026/01/24'
'33524';'14954868';13;2025;11;3;'2026/01/24'
'33524';'14954892';33;2025;11;3;'2026/01/24'
'33524';'15311581';4;2025;11;3;'2026/01/24'
'33526';'14064873';4;2025;11;3;'2026/01/24'
'33526';'14682882';6;2025;11;3;'2026/01/24'
'33526';'14954892';17;2025;11;3;'2026/01/24'
'33526';'14989788';6;2025;11;3;'2026/01/24'
'33527';'14064873';17;2025;11;3;'2026/01/24'
'33527';'14545132';13;2025;11;3;'2026/01/24'
'33527';'14682882';12;2025;11;3;'2026/01/24'
'33527';'14758699';9;2025;11;3;'2026/01/24'
'33527';'14989788';8;2025;11;3;'2026/01/24'
'33527';'14989825';11;2025;11;3;'2026/01/24'
'33527';'15095284';7;2025;11;3;'2026/01/24'
'33527';'15168156';42;2025;11;3;'2026/01/24'
'33527';'15303872';12;2025;11;3;'2026/01/24'
'33528';'14545132';12;2025;11;3;'2026/01/24'
'33528';'14682882';9;2025;11;3;'2026/01/24'
'33528';'14758699';11;2025;11;3;'2026/01/24'
'33528';'14954868';12;2025;11;3;'2026/01/24'
'33528';'14954892';3;2025;11;3;'2026/01/24'
'33528';'14989825';12;2025;11;3;'2026/01/24'
'33528';'15095284';10;2025;11;3;'2026/01/24'
'33528';'15168156';1;2025;11;3;'2026/01/24'
'33528';'15303872';11;2025;11;3;'2026/01/24'
'33528';'15311581';9;2025;11;3;'2026/01/24'
'33528';'15384553';3;2025;11;3;'2026/01/24'
'33528';'15474217';70;2025;11;3;'2026/01/24'
'33530';'14682882';11;2025;11;3;'2026/01/24'
'33530';'14954868';3;2025;11;3;'2026/01/24'
'33530';'14954892';16;2025;11;3;'2026/01/24'
'33530';'14989770';8;2025;11;3;'2026/01/24'
'33530';'14989788';2;2025;11;3;'2026/01/24'
'33530';'14989825';4;2025;11;3;'2026/01/24'
'33530';'15168156';30;2025;11;3;'2026/01/24'
'33530';'15298014';36;2025;11;3;'2026/01/24'
'33530';'15311581';5;2025;11;3;'2026/01/24'
'33531';'14064873';10;2025;11;3;'2026/01/24'
'33531';'14758699';12;2025;11;3;'2026/01/24'
'33531';'14954892';11;2025;11;3;'2026/01/24'
'33531';'14989770';4;2025;11;3;'2026/01/24'
'33531';'14989788';2;2025;11;3;'2026/01/24'
'33531';'14989825';19;2025;11;3;'2026/01/24'
'33531';'15384553';4;2025;11;3;'2026/01/24'
'33532';'14561781';8;2025;11;3;'2026/01/24'
'33532';'14682882';16;2025;11;3;'2026/01/24'
'33532';'14758699';12;2025;11;3;'2026/01/24'
'33532';'14954868';14;2025;11;3;'2026/01/24'
'33532';'14989788';6;2025;11;3;'2026/01/24'
'33532';'14989809';4;2025;11;3;'2026/01/24'
'33532';'15095284';6;2025;11;3;'2026/01/24'
'33532';'15168156';30;2025;11;3;'2026/01/24'
'33532';'15311581';9;2025;11;3;'2026/01/24'
'33533';'14682882';5;2025;11;3;'2026/01/24'
'33533';'14989809';27;2025;11;3;'2026/01/24'
'33533';'14989825';10;2025;11;3;'2026/01/24'
'33534';'14954868';10;2025;11;3;'2026/01/24'
'33534';'14954892';17;2025;11;3;'2026/01/24'
'33534';'14989770';1;2025;11;3;'2026/01/24'
'33534';'14989788';16;2025;11;3;'2026/01/24'
'33534';'14989809';8;2025;11;3;'2026/01/24'
'33534';'14989825';4;2025;11;3;'2026/01/24'
'33534';'15095284';10;2025;11;3;'2026/01/24'
'33534';'15168156';198;2025;11;3;'2026/01/24'
'33534';'15298014';104;2025;11;3;'2026/01/24'
'33534';'15311581';21;2025;11;3;'2026/01/24'
'33534';'15474217';79;2025;11;3;'2026/01/24'
'33534';'15489099';11;2025;11;3;'2026/01/24'
'33535';'14064873';2;2025;11;3;'2026/01/24'
'33535';'14682882';8;2025;11;3;'2026/01/24'
'33535';'14954892';8;2025;11;3;'2026/01/24'
'33535';'14989788';12;2025;11;3;'2026/01/24'
'33535';'15303872';9;2025;11;3;'2026/01/24'
'33535';'15311581';10;2025;11;3;'2026/01/24'
'33535';'15384553';3;2025;11;3;'2026/01/24'
'33536';'14064873';11;2025;11;3;'2026/01/24'
'33536';'14682882';26;2025;11;3;'2026/01/24'
'33536';'14758699';6;2025;11;3;'2026/01/24'
'33536';'14954868';16;2025;11;3;'2026/01/24'
'33536';'14954892';1;2025;11;3;'2026/01/24'
'33536';'14989788';8;2025;11;3;'2026/01/24'
'33537';'14064873';8;2025;11;3;'2026/01/24'
'33537';'14682882';9;2025;11;3;'2026/01/24'
'33537';'14954868';1;2025;11;3;'2026/01/24'
'33537';'14954892';11;2025;11;3;'2026/01/24'
'33537';'15095284';8;2025;11;3;'2026/01/24'
'33537';'15303910';10;2025;11;3;'2026/01/24'
'33537';'15474217';13;2025;11;3;'2026/01/24'
'33538';'14064873';7;2025;11;3;'2026/01/24'
'33538';'14545132';11;2025;11;3;'2026/01/24'
'33538';'14682882';8;2025;11;3;'2026/01/24'
'33538';'14758699';10;2025;11;3;'2026/01/24'
'33538';'15311581';9;2025;11;3;'2026/01/24'
'33538';'15474217';23;2025;11;3;'2026/01/24'
'33539';'14064873';2;2025;11;3;'2026/01/24'
'33539';'14545132';7;2025;11;3;'2026/01/24'
'33539';'14682882';11;2025;11;3;'2026/01/24'
'33539';'14758699';7;2025;11;3;'2026/01/24'
'33539';'14954868';8;2025;11;3;'2026/01/24'
'33539';'14954892';9;2025;11;3;'2026/01/24'
'33539';'14989770';4;2025;11;3;'2026/01/24'
'33539';'14989788';3;2025;11;3;'2026/01/24'
'33539';'15303910';11;2025;11;3;'2026/01/24'
'33539';'15311581';7;2025;11;3;'2026/01/24'
'33539';'15521562';30;2025;11;3;'2026/01/24'
'33540';'14064873';1;2025;11;3;'2026/01/24'
'33540';'14758699';9;2025;11;3;'2026/01/24'
'33540';'14954868';4;2025;11;3;'2026/01/24'
'33540';'14954892';6;2025;11;3;'2026/01/24'
'33540';'14989825';12;2025;11;3;'2026/01/24'
'33540';'15168156';18;2025;11;3;'2026/01/24'
'33540';'15521562';52;2025;11;3;'2026/01/24'
'33541';'14064873';7;2025;11;3;'2026/01/24'
'33541';'14545132';3;2025;11;3;'2026/01/24'
'33541';'14682882';12;2025;11;3;'2026/01/24'
'33541';'14758699';7;2025;11;3;'2026/01/24'
'33541';'14954892';13;2025;11;3;'2026/01/24'
'33541';'14989809';11;2025;11;3;'2026/01/24'
'33541';'14989825';3;2025;11;3;'2026/01/24'
'33541';'14989833';8;2025;11;3;'2026/01/24'
'33541';'15168156';146;2025;11;3;'2026/01/24'
'33541';'15311581';12;2025;11;3;'2026/01/24'
'33541';'15474217';53;2025;11;3;'2026/01/24'
'33541';'15489099';12;2025;11;3;'2026/01/24'
'33542';'14954868';4;2025;11;3;'2026/01/24'
'33542';'14954892';9;2025;11;3;'2026/01/24'
'33542';'14989825';2;2025;11;3;'2026/01/24'
'33542';'15168156';6;2025;11;3;'2026/01/24'
'33542';'15474217';151;2025;11;3;'2026/01/24'
'33543';'14682882';2;2025;11;3;'2026/01/24'
'33543';'14758699';20;2025;11;3;'2026/01/24'
'33543';'14989788';1;2025;11;3;'2026/01/24'
'33543';'14989809';1;2025;11;3;'2026/01/24'
'33543';'14989825';11;2025;11;3;'2026/01/24'
'33543';'15095284';1;2025;11;3;'2026/01/24'
'33543';'15303872';4;2025;11;3;'2026/01/24'
'33543';'15303910';8;2025;11;3;'2026/01/24'
'33543';'15384553';1;2025;11;3;'2026/01/24'
'33544';'14682882';3;2025;11;3;'2026/01/24'
'33545';'14064873';6;2025;11;3;'2026/01/24'
'33545';'14682882';4;2025;11;3;'2026/01/24'
'33545';'14954892';3;2025;11;3;'2026/01/24'
'33545';'14989788';5;2025;11;3;'2026/01/24'
'33545';'14989825';9;2025;11;3;'2026/01/24'
'33545';'15474217';48;2025;11;3;'2026/01/24'
'33546';'14682882';60;2025;11;3;'2026/01/24'
'33546';'14758699';44;2025;11;3;'2026/01/24'
'33546';'14954868';55;2025;11;3;'2026/01/24'
'33546';'14954892';53;2025;11;3;'2026/01/24'
'33546';'14989809';47;2025;11;3;'2026/01/24'
'33546';'14989825';9;2025;11;3;'2026/01/24'
'33546';'15298014';40;2025;11;3;'2026/01/24'
'33546';'15303872';9;2025;11;3;'2026/01/24'
'33546';'15311581';49;2025;11;3;'2026/01/24'
'33546';'15474217';24;2025;11;3;'2026/01/24'
'33547';'14682882';12;2025;11;3;'2026/01/24'
'33547';'14758699';20;2025;11;3;'2026/01/24'
'33547';'14954892';11;2025;11;3;'2026/01/24'
'33547';'15095284';11;2025;11;3;'2026/01/24'
'33547';'15168156';18;2025;11;3;'2026/01/24'
'33547';'15311581';12;2025;11;3;'2026/01/24'
'33547';'15474217';24;2025;11;3;'2026/01/24'
'33548';'14064873';5;2025;11;3;'2026/01/24'
'33548';'14561781';6;2025;11;3;'2026/01/24'
'33548';'14682882';13;2025;11;3;'2026/01/24'
'33548';'14758699';9;2025;11;3;'2026/01/24'
'33548';'14954868';14;2025;11;3;'2026/01/24'
'33548';'14954892';5;2025;11;3;'2026/01/24'
'33548';'14989770';9;2025;11;3;'2026/01/24'
'33548';'14989788';10;2025;11;3;'2026/01/24'
'33548';'14989809';2;2025;11;3;'2026/01/24'
'33548';'14989825';7;2025;11;3;'2026/01/24'
'33548';'14989833';16;2025;11;3;'2026/01/24'
'33548';'15095284';13;2025;11;3;'2026/01/24'
'33548';'15303872';6;2025;11;3;'2026/01/24'
'33548';'15303910';10;2025;11;3;'2026/01/24'
'33548';'15311581';5;2025;11;3;'2026/01/24'
'33548';'15384553';9;2025;11;3;'2026/01/24'
'33548';'15525563';2;2025;11;3;'2026/01/24'
'33549';'14545132';6;2025;11;3;'2026/01/24'
'33549';'14682882';5;2025;11;3;'2026/01/24'
'33549';'14758699';7;2025;11;3;'2026/01/24'
'33549';'14989770';2;2025;11;3;'2026/01/24'
'33549';'14989809';11;2025;11;3;'2026/01/24'
'33549';'15168156';114;2025;11;3;'2026/01/24'
'33549';'15298014';40;2025;11;3;'2026/01/24'
'33549';'15303872';7;2025;11;3;'2026/01/24'
'33549';'15303910';8;2025;11;3;'2026/01/24'
'33549';'15474217';32;2025;11;3;'2026/01/24'
'33550';'14682882';7;2025;11;3;'2026/01/24'
'33550';'14758699';1;2025;11;3;'2026/01/24'
'33550';'14954892';15;2025;11;3;'2026/01/24'
'33550';'14989770';7;2025;11;3;'2026/01/24'
'33550';'14989788';19;2025;11;3;'2026/01/24'
'33550';'15303872';6;2025;11;3;'2026/01/24'
'33550';'15311581';12;2025;11;3;'2026/01/24'
'33550';'15384553';3;2025;11;3;'2026/01/24'
'33550';'15474217';8;2025;11;3;'2026/01/24'
'33551';'14064873';5;2025;11;3;'2026/01/24'
'33551';'14954868';8;2025;11;3;'2026/01/24'
'33551';'14954892';7;2025;11;3;'2026/01/24'
'33551';'14989788';6;2025;11;3;'2026/01/24'
'33551';'14989809';7;2025;11;3;'2026/01/24'
'33552';'14682882';13;2025;11;3;'2026/01/24'
'33552';'15095284';3;2025;11;3;'2026/01/24'
'33553';'14064873';9;2025;11;3;'2026/01/24'
'33553';'14545132';6;2025;11;3;'2026/01/24'
'33553';'14682882';12;2025;11;3;'2026/01/24'
'33553';'14758699';2;2025;11;3;'2026/01/24'
'33553';'14989788';15;2025;11;3;'2026/01/24'
'33553';'14989809';12;2025;11;3;'2026/01/24'
'33553';'14989833';14;2025;11;3;'2026/01/24'
'33553';'15095284';3;2025;11;3;'2026/01/24'
'33553';'15168156';147;2025;11;3;'2026/01/24'
'33553';'15298014';88;2025;11;3;'2026/01/24'
'33553';'15384553';7;2025;11;3;'2026/01/24'
'33553';'15474217';8;2025;11;3;'2026/01/24'
'33554';'15168156';4;2025;11;3;'2026/01/24'
'33554';'15298014';4;2025;11;3;'2026/01/24'
'33555';'14758699';3;2025;11;3;'2026/01/24'
'33555';'14989825';18;2025;11;3;'2026/01/24'
'33555';'15311581';11;2025;11;3;'2026/01/24'
'33556';'14064873';16;2025;11;3;'2026/01/24'
'33556';'14682882';15;2025;11;3;'2026/01/24'
'33556';'14758699';12;2025;11;3;'2026/01/24'
'33556';'14954892';12;2025;11;3;'2026/01/24'
'33556';'14989788';6;2025;11;3;'2026/01/24'
'33556';'14989809';12;2025;11;3;'2026/01/24'
'33557';'14064873';9;2025;11;3;'2026/01/24'
'33557';'14989825';8;2025;11;3;'2026/01/24'
'33557';'15298014';4;2025;11;3;'2026/01/24'
'33557';'15303872';1;2025;11;3;'2026/01/24'
'33558';'14064873';14;2025;11;3;'2026/01/24'
'33558';'14545132';6;2025;11;3;'2026/01/24'
'33558';'14682882';4;2025;11;3;'2026/01/24'
'33558';'14758699';8;2025;11;3;'2026/01/24'
'33558';'14954892';5;2025;11;3;'2026/01/24'
'33558';'14989788';3;2025;11;3;'2026/01/24'
'33558';'14989809';23;2025;11;3;'2026/01/24'
'33558';'15095284';2;2025;11;3;'2026/01/24'
'33558';'15168156';12;2025;11;3;'2026/01/24'
'33558';'15474217';8;2025;11;3;'2026/01/24'
'33559';'14064873';17;2025;11;3;'2026/01/24'
'33559';'14545132';3;2025;11;3;'2026/01/24'
'33559';'14954892';13;2025;11;3;'2026/01/24'
'33559';'14989770';15;2025;11;3;'2026/01/24'
'33559';'14989833';7;2025;11;3;'2026/01/24'
'33559';'15095284';9;2025;11;3;'2026/01/24'
'33559';'15168156';42;2025;11;3;'2026/01/24'
'33559';'15303910';5;2025;11;3;'2026/01/24'
'33559';'15311581';8;2025;11;3;'2026/01/24'
'33559';'15474217';72;2025;11;3;'2026/01/24'
'33560';'14064873';1;2025;11;3;'2026/01/24'
'33560';'14682882';5;2025;11;3;'2026/01/24'
'33560';'14758699';5;2025;11;3;'2026/01/24'
'33560';'14954868';5;2025;11;3;'2026/01/24'
'33560';'14989770';7;2025;11;3;'2026/01/24'
'33560';'14989825';22;2025;11;3;'2026/01/24'
'33560';'15298014';1;2025;11;3;'2026/01/24'
'33560';'15311581';1;2025;11;3;'2026/01/24'
'33560';'15384553';1;2025;11;3;'2026/01/24'
'33560';'15489099';10;2025;11;3;'2026/01/24'
'33561';'14064873';6;2025;11;3;'2026/01/24'
'33561';'14682882';12;2025;11;3;'2026/01/24'
'33561';'14758699';5;2025;11;3;'2026/01/24'
'33561';'14954868';11;2025;11;3;'2026/01/24'
'33561';'14954892';8;2025;11;3;'2026/01/24'
'33561';'14989770';12;2025;11;3;'2026/01/24'
'33561';'14989788';11;2025;11;3;'2026/01/24'
'33561';'14989809';6;2025;11;3;'2026/01/24'
'33561';'14989825';17;2025;11;3;'2026/01/24'
'33561';'15095284';10;2025;11;3;'2026/01/24'
'33561';'15168156';228;2025;11;3;'2026/01/24'
'33561';'15298014';24;2025;11;3;'2026/01/24'
'33561';'15303872';11;2025;11;3;'2026/01/24'
'33561';'15303910';9;2025;11;3;'2026/01/24'
'33561';'15474217';191;2025;11;3;'2026/01/24'
'33561';'15489099';12;2025;11;3;'2026/01/24'
'33562';'14064873';31;2025;11;3;'2026/01/24'
