"SAQ CODE (IPC)/CODE SAQ (CIP)";"UPC";"DESCRIPTION";"SALES UNIT/UNITÉ DE VENTE";"QTY OF BOTTLES/QTÉ BOUTEILLE";"YEAR/ANNÉE";"PERIOD/PÉRIODE";"WEEK/SEMAINE"
"14979512";05498791454969;"Pierrick Bouley Volnay";"750";15;2025;11;3;
"14642047";03760088892535;"Closerie Saint-Roc";"750";78;2025;11;3;
"13618942";08004910231013;"Marchesi di Barolo Barbaresco";"750";2;2025;11;3;
"12161602";00067311782292;"Arte Nova Colombard Chardonnay Blanc";"1000";2117;2025;11;3;
"15510978";08436011563586;"Alma Bohemia Rioja";"750";7;2025;11;3;
"14963166";08437005373006;"Finca Villacreces Ribera del Duero";"750";7;2025;11;3;
"15392801";04931754013366;"Arrive Gold";"300";9;2025;11;3;
"13509199";05200363557158;"Domaine Thymiopoulos Rapsani";"750";2;2025;11;3;
"11607588";07610268003991;"Pinot noir Réserve des Adm. Cave St-Pierre Valais";"750";1;2025;11;3;
"14228874";03328155013605;"Château Morillon Saint-Émilion Grand Cru";"750";10;2025;11;3;
"15145958";08435072305432;"Finca Allende Rioja Alta";"750";2;2025;11;3;
"15316438";03566761006202;"Dampt Frère Bourgogne Désir";"750";4;2025;11;3;
"14809978";00627987287264;"Domaine Nokomis Akenes";"750";5;2025;11;3;
"15473257";03258691617091;"Frank Phélan Saint-Estèphe";"750";1;2025;11;3;
"13824703";03258064120654;"Champagne Krug Vintage";"750";2;2025;11;3;
"14286100";00056049136637;"Wallaroo Trail chardonnay (ca nnette)";"250";7200;2025;11;3;
"12836462";03552272103028;"Château Picourneau Haut-Médoc";"750";0;2025;11;3;
"733378";05603616110054;"Quinta de Santa Eufêmia tawny";"750";21;2025;11;3;
"15243347";05060608100026;"Nc'nean Single Malt";"700";5;2025;11;3;
"15222685";04000152226859;"Le Château Sancerre Vincent Pinard";"750";5;2025;11;3;
"15356333";04000153563335;"Chablis 1er cru Fourchaume Philippe Charlopin";"750";10;2025;11;3;
"15215961";04000152159614;"E. Guigal Châteauneuf-du-Pape Château de Nalys";"1500";1;2025;11;3;
"15358890";00695554018252;"Cid Cuivré (4 x 355 ml)";"355";21;2025;11;3;
"15390363";05010327525464;"The Balvenie 16 ans French Oak Single Malt";"700";1;2025;11;3;
"180166";03577780000652;"Château Coulac Sainte-Croix-du-Mont";"750";3;2025;11;3;
"13235415";03760276060265;"Sauvignon Blanc Cuvée du Connetable Château de Sancerre";"750";1;2025;11;3;
"14936643";00088076183735;"Cîroc Watermelon";"750";2;2025;11;3;
"15549848";04000155498482;"Domaine de Montille Pommard Premier Cru Les Pézerolles";"750";3;2025;11;3;
"15081624";03760190270290;"L'Hetre Castillon Côtes de Bordeaux";"750";1;2025;11;3;
"10253651";08437001429745;"Dominio de Fontana Crianza Bodegas/Vinedos Fontana Uclés";"750";73;2025;11;3;
"13743516";00859670001813;"Coteau Rougemont Fizz Poire 4X355ml";"355";4;2025;11;3;
"15380632";06001506914086;"The Bernard Series Motherblock Albarino Single Vineyard";"750";8;2025;11;3;
"13978614";08016118231047;"Siepi Marchesi Mazzei Toscana";"750";3;2025;11;3;
"15380481";00057496008010;"Smoky Bay Shiraz-Cabernet";"1000";1512;2025;11;3;
"12559821";08411767512972;"Ontañón Reserva Rioja";"750";15;2025;11;3;
"12030080";00827924073039;"Saint Thomas Côte d'Alban Saint-Thomas-de-Joliette";"750";8;2025;11;3;
"15465054";00012086003226;"Joseph Drouhin Saint-Véran";"750";16;2025;11;3;
"15192981";03760303003043;"Charles Joguet Chinon Les Petites Roches";"750";3;2025;11;3;
"15449986";08719689981600;"1731 Fine & Rare Belize 7 Ans";"700";5;2025;11;3;
"15335188";09421905022644;"Cambridge Road Naturalist";"750";1;2025;11;3;
"14404786";00067311782322;"Arte Nova Espagne Tempranillo Vin Rosé";"1000";1920;2025;11;3;
"15492440";03701368663209;"Château Potensac Chapelle de Potensac";"1500";1;2025;11;3;
"15436413";03660327021514;"Chateau Langoa Barton Saint- Julien";"750";-1;2025;11;3;
"14649396";00628504255568;"Noroi Aperitivo";"50";1;2025;11;3;
"15264789";03687080561927;"Domaine Fontchêne Léon";"750";1;2025;11;3;
"14806347";03760317183397;"La Mondotte Premier Grand Cru Classé Saint-Émilion Grand Cru";"750";1;2025;11;3;
"10706728";08021364106018;"Castellani I Castei Valpolicel Ripasso Classico Superiore";"750";1;2025;11;3;
"14392578";00628451469124;"Distillerie 1769 Azura";"750";1;2025;11;3;
"15078951";00649185027718;"Château du Taillan Haut-Médoc Cru Bourgeois";"750";3;2025;11;3;
"15086821";08054110640184;"Lame Del Sorbo Tintilia Del Molise";"750";4;2025;11;3;
"14954278";08052787410994;"Diego Verdicchio dei Castelli di Jesi Classico";"750";4;2025;11;3;
"10969747";08032584137058;"Fontalpino Chianti Classico";"750";6;2025;11;3;
"15421431";05000299607176;"Scapa Skiren Scotch Single Malt The Orcadian";"700";1;2025;11;3;
"14955730";08004349010456;"Terre in Fiore Bardolino";"750";7;2025;11;3;
"15214124";03185370303320;"Ruinart Brut";"750";4;2025;11;3;
"10276473";03586150300704;"Roger Groult 3 ans Calvados Pays d'Auge";"700";10;2025;11;3;
"15523875";04000155238750;"Anne & Hervé Sigaut Millandes";"750";3;2025;11;3;
"14827615";03683080593418;"Domaine Gramenon Poignée de R aisins";"750";129;2025;11;3;
"13945214";03361122130028;"Côtes du Jura Expression du Terroir Domaine Rolet";"750";3;2025;11;3;
"15498180";04000154981800;"Domaine Arnoux Lachaux Vosne- Romanée Les Hautes Maizières";"750";2;2025;11;3;
"14936580";03683080593272;"De Fermo Concrete Abruzzo";"750";2;2025;11;3;
"14947342";00628110058898;"Ora Boréale";"750";10;2025;11;3;
"14413287";04000144132878;"Arianna Occhipinti BB Bombelieri Terre Siciliane";"750";1;2025;11;3;
"14042252";00628110292179;"Domaine Labranche Rosé Érable et Framboise";"750";1;2025;11;3;
"15454380";09344154021346;"Wild Folk Nouveau Pinot Noir";"750";1;2025;11;3;
"15210588";08436563281006;"Caifas Macabeo";"750";19;2025;11;3;
"15498163";04000154981633;"Arnoux Lachaux Chambolle- Musigny";"750";2;2025;11;3;
"15518136";03049614228957;"La Grande Dame Rosé";"750";1;2025;11;3;
"14822531";03568211188230;"Domain Marcel Deiss Zellenberg";"750";5;2025;11;3;
"15490081";03391180024236;"M. Chapoutier Les Granits";"1500";1;2025;11;3;
"14969040";03185231907322;"Les Princes Abbés Riesling";"750";60;2025;11;3;
"15468466";08033481326200;"Tua Rita Keir Ansonica";"750";1;2025;11;3;
"15298129";00628190007281;"Noroi Sangria pêche (4 x 355 ml)";"355";14;2025;11;3;
"890244";03760037650384;"Château Lafitte-Tramier Médoc";"750";-1;2025;11;3;
"15324411";00652341400034;"Campo Azul Selecto Anejo";"750";1;2025;11;3;
"15294671";07483677502689;"Santa Venere Cirò";"750";1;2025;11;3;
"13904607";07798000210224;"Vinalba Gran Reserva Malbec Valle de Uco";"750";1;2025;11;3;
"15515912";03536650901000;"E. Guigal Saint-Joseph";"750";2;2025;11;3;
"14539533";00627987126112;"Cartier-Potelle Lot 100 Dix Bl";"750";2;2025;11;3;
"14370264";04000143702645;"Casanova di Neri Tenuta Nuova Brunello di Montalcino";"750";-1;2025;11;3;
"15454371";08005011005053;"Cantina Trevigiana Prosecco Rosé Brut Millésimé";"750";1;2025;11;3;
"15296609";04000152966090;"Chambeyron Condrieu Vernon";"750";1;2025;11;3;
"15521394";04000155213948;"Sassicaia Bolgheri Sassicaia";"750";6;2025;11;3;
"15440295";00056049139218;"Svelte Vin Blanc";"750";2040;2025;11;3;
"10685251";00183103000013;"Dr. Loosen Bros Riesling Mosel";"750";1;2025;11;3;
"15515630";04000155156306;"La Landonne Guigal Côte Rôtie";"750";1;2025;11;3;
"15235873";08032804342484;"Azelia Barolo Cerretta";"750";12;2025;11;3;
"15486744";03760027872109;"Charles Audoin Marsannay Clos du Jeu";"750";1;2025;11;3;
"443903";08501110080644;"Havana Club Anejo Reserva";"750";1;2025;11;3;
"14494611";07791728234138;"Vida Organica Sauvage Viognier Mendoza";"750";461;2025;11;3;
"1743";08001660101757;"Ruffino Chianti";"750";7971;2025;11;3;
"13188727";03700067800045;"Fat Bastard Chardonnay Pays d'Oc";"750";7143;2025;11;3;
"11692997";08410351138000;"Cosme Palacio Reserva Rioja";"750";77;2025;11;3;
"13504419";00080480002923;"D'Ussé VSOP";"750";345;2025;11;3;
"496349";03179077542588;"Cellier des Dauphins Prestige";"250";5308;2025;11;3;
"14302931";04000143029315;"Coffret-cadeau en bois deux bouteilles";"1";60;2025;11;3;
"14734881";03368881122103;"Domaine de Beaurenard Châteauneuf-du-Pape";"750";28;2025;11;3;
"15122019";08008235000316;"Miglianico Montepulciano d'Abruzzo";"750";909;2025;11;3;
"335901";05000299278277;"The Glenlivet 18 ans Highland single malt";"750";40;2025;11;3;
"15385741";03770019694367;"Moderato Cuvée Révolutionnaire Colombard";"750";400;2025;11;3;
"14348884";08413423111239;"Ramon Bilbao Edicion Limitada Rioja";"750";861;2025;11;3;
"130724";00087113111205;"Albert Bichot Bourg. Aligoté";"750";8408;2025;11;3;
"13284313";08437012278585;"Beau Bonhomme Jumilla";"750";4722;2025;11;3;
"943";00878448002609;"Mouton Cadet Bordeaux";"750";5385;2025;11;3;
"15454267";09344154011675;"Farm Hand Chardonnay";"750";272;2025;11;3;
"15017091";00057496013113;"Seventh Heaven London Dry Gin";"750";177;2025;11;3;
"240";00776103000246;"Smirnoff No.21";"375";10618;2025;11;3;
"12207914";08033765258418;"Vento di Mare Sicilia";"750";1180;2025;11;3;
"12284303";03372220000199;"Alain Brumont Tour Bouscassé Madiran";"750";843;2025;11;3;
"15168789";03269210256493;"Estandon Terres d'Estandon Coteaux Varois en Provence";"750";32;2025;11;3;
"10254012";00083664990436;"Hendrick's";"750";1857;2025;11;3;
"743922";03760149592145;"Château Pesquié Édition 1912m Ventoux";"750";1217;2025;11;3;
"14297562";08437002967109;"Vinos Valtuille Pago de Valdoneje Bierzo";"750";22;2025;11;3;
"13485297";08437001035045;"Bodegas Gil Luna Tres Lunas";"750";196;2025;11;3;
"10324543";08002305008271;"Rocca delle Macìe Riserva Chianti Classico";"750";486;2025;11;3;
"27763";03255537507066;"Saint James Royal Ambré";"750";498;2025;11;3;
"14786825";04000147868255;"Raul Perez La Vizcaina El Rapolao";"750";13;2025;11;3;
"12822651";08005390043783;"Murari Pinot Grigio Delle Venezie";"1000";7195;2025;11;3;
"13750978";00818276003317;"Liano Chard./sauv.blanc Umberto Cesari rubicone";"750";910;2025;11;3;
"637058";00620213180902;"Bombay Sapphire";"375";1867;2025;11;3;
"356";03163933575001;"Dubonnet";"750";423;2025;11;3;
"14038350";03579132015017;"Château Les 5 Clés Bordeaux";"750";561;2025;11;3;
"743559";00990312368021;"L'Orpailleur Rouge";"750";450;2025;11;3;
"10968218";03049614223389;"Veuve Clicquot";"750";245;2025;11;3;
"44990";03272513020753;"Larsen V.S.O.P.";"750";243;2025;11;3;
"482240";03422920094025;"Château la Coustarelle Grande Cuvée Prestige Cahors";"750";277;2025;11;3;
"14909101";00057496012147;"Maravilla Sauvignon Blanc";"750";1077;2025;11;3;
"15449610";05411911004639;"St. Bernardus Abt 12";"330";226;2025;11;3;
"357244";00081706000013;"Chimay Rouge Pères Trappistes bière forte type ale";"330";254;2025;11;3;
"13694427";08437008635965;"Proyecto Garnachas Fosca del Priorat";"750";746;2025;11;3;
"14439997";03760085610415;"Uby Côtes de Gascogne N.21";"750";105;2025;11;3;
"733394";00609780001025;"M. Jodoin Boire la Vie en Rose";"750";128;2025;11;3;
"11965182";03279982021014;"Jean Perrier Cuvée Gastronomie Apremont Savoie";"750";912;2025;11;3;
"13946760";03332418006532;"La Chablisienne Émotions Minérales Bourgogne";"750";1027;2025;11;3;
"15460173";00628634509050;"Domaine Inselberg Lot 100 Dix Rouge";"750";80;2025;11;3;
"500512";00087000151086;"Captain Morgan Original Spiced";"750";5895;2025;11;3;
"15073510";09279872663878;"Tresor N°7 Basilic Citron";"750";104;2025;11;3;
"15298524";09340928005086;"Adelina Clare Valley Riesling Polish Hill River";"750";1;2025;11;3;
"15318206";09311789007809;"Yalumba Y Series Pinot Noir";"750";385;2025;11;3;
"14399391";05603522994533;"Murcas Esporao Assobio Douro";"750";102;2025;11;3;
"15447438";07804320746173;"Casillero del Diablo Reserva Especial Sauvignon Blanc";"750";271;2025;11;3;
"14561909";00040232339479;"Chocolats Favoris Choco Crème Classique Lait";"700";41;2025;11;3;
"15308913";03760156439679;"Miss Gamay Beaujolais Villages";"750";845;2025;11;3;
"13567971";00057496008546;"Seventh Heaven";"750";1458;2025;11;3;
"613208";08002010689635;"Rapitala Catarratto-Chardonnay Terre Siciliane";"750";1333;2025;11;3;
"13555945";00601202020331;"Mencia Ultreia St-Jacques Raul Perez Bierzo";"750";43;2025;11;3;
"13944385";04000139443859;"Santenay 1er Cru Beauregard Château de la Charrière";"750";21;2025;11;3;
"101394";00000000101394;"Reynac Pineau des Charentes";"750";394;2025;11;3;
"11377014";08437005068438;"Verdejo Shaya Rueda";"750";324;2025;11;3;
"974477";03507921200115;"Chavet Menetou-Salon";"750";717;2025;11;3;
"15205682";03217661028886;"Rouge Frigo Côtes du Rhône";"750";211;2025;11;3;
"10269151";03760002310077;"Château Sainte-Marie vieilles vignes Entre-Deux-Mers";"750";718;2025;11;3;
"13862081";03231230200688;"Les Vignerons de Buzet SANS Sulfites Ajoutés";"750";1132;2025;11;3;
"15392748";00851006001399;"3 Lacs Fruit de la passion";"750";296;2025;11;3;
"11714181";03480041009021;"F. Lurton Les Fumées Blanches Côtes de Gascogne";"3000";1437;2025;11;3;
"14905388";09120012749009;"Biokult Gruner Veltliner Nied.";"750";549;2025;11;3;
"15339066";08410062670011;"Beronia Rioja Gran Reserva";"750";199;2025;11;3;
"11232149";03174470080187;"Louis Bouillot Perle d'Aurore Crémant de Bourgogne Rosé";"750";2204;2025;11;3;
"15401860";03760193359794;"Château Les Trois Moulins Côtes de Bourg";"750";244;2025;11;3;
"12784551";00083960190455;"Jose Cuervo Tradicional Reposado";"750";59;2025;11;3;
"12549164";03760152200013;"Arbois Ploussard Les Parelles";"750";184;2025;11;3;
"278416";04973480659364;"Casillero del Diablo Cabernet- Sauvignon";"750";6909;2025;11;3;
"14721749";00806891012548;"Montesecondo Bianco";"750";25;2025;11;3;
"14970788";07501033200144;"El Ron Prohibido Gran Reserva 15 ans";"750";5;2025;11;3;
"15192906";06282501013930;"Mariana Grands Voyageurs";"700";168;2025;11;3;
"14691287";07804340905710;"Gran Tarapaca Reserva Viña San Pedro";"750";512;2025;11;3;
"15449898";00620654022946;"Inniskillin Série Réserve Shiraz Cabernet";"750";210;2025;11;3;
"13598881";00854745000302;"Kayak 19 Vermouth Blanc";"750";46;2025;11;3;
"15093756";00695554012342;"Schnappan Pêches";"750";47;2025;11;3;
"13470001";03391180024298;"Belleruche Côtes-du-Rhône M. Chapoutier";"750";1855;2025;11;3;
"14346176";05606686000737;"Quinta da Pellada Outeiro Dão";"750";286;2025;11;3;
"15504703";00827924915117;"Domaine Le Grand Saint-Charles LaRoche";"750";28;2025;11;3;
"12362797";05010494940435;"Ardbeg Corryvreckan Islay scotch single malt";"750";6;2025;11;3;
"15044006";03760194450131;"Bersan Bourgogne Côtes Auxerre";"750";24;2025;11;3;
"15249503";00628250939200;"Jardin Verde Mojito Zero 4 X 355 ml";"355";308;2025;11;3;
"15324227";08055271140797;"Terre Di Rai Pinot Grigio Delle Venezie";"750";50;2025;11;3;
"15433870";04000154338703;"Bourgogne Gravel Catherine et Claude Maréchal";"750";41;2025;11;3;
"12538570";09007615160236;"Pinot Noir Markowitsch Pinot Noir Markowitsch";"750";4;2025;11;3;
"11676381";03760040431796;"Paul Mas Cabernet de Cabernet Pays d'Oc";"750";643;2025;11;3;
"15232681";00851006001276;"3 Lacs Vodka";"750";106;2025;11;3;
"15269900";03430560009781;"The Capeography Co. Sauvignon Blanc Elgin";"750";26;2025;11;3;
"15555746";00628678625327;"Au Pied de Cochon Canneberge";"750";17;2025;11;3;
"15508801";03760325230236;"Les Frères Engel";"750";316;2025;11;3;
"15244905";00815337000377;"Domaine Pinnacle Harmonie Érable";"375";177;2025;11;3;
"14801191";00887341340060;"Aperol";"375";214;2025;11;3;
"15384431";00628341742436;"Burdock Jobolais";"750";2;2025;11;3;
"12885379";08414132520008;"El Tribut De Scala Dei Priorat";"750";10;2025;11;3;
"15509820";05601012837971;"Casa Ferreirinha Vinha Grande Douro";"750";68;2025;11;3;
"15335209";00628176471556;"Rosemont Santa Banana Banane Flambée";"750";68;2025;11;3;
"11833753";00827924072025;"La Halte des Pèlerins Rosé";"750";3;2025;11;3;
"412338";05601085900084;"Pocas Coroa d'Ouro Douro";"750";332;2025;11;3;
"11510102";05600224301027;"Duorum Colheita DOC Douro";"750";385;2025;11;3;
"12398642";03700124720255;"G. Gruet Fils Blanc de Blancs";"750";45;2025;11;3;
"15299818";03451740045009;"La Bête Verte Absinthe et Lime Absinthe et Lime 4 X 355 ml";"355";47;2025;11;3;
"15363630";05998623530620;"Adelma Chardonnay";"750";26;2025;11;3;
"14347822";03760193350777;"Château Tour Bayard Montagne-Saint-Émilion";"750";168;2025;11;3;
"15398103";09333016003330;"Mount Macleod Pinot Noir";"750";6;2025;11;3;
"15500850";00087752007624;"Bartenura Moscato D'Asti";"375";24;2025;11;3;
"11115073";05603196002534;"Castelinho Reserva DOC Douro";"750";282;2025;11;3;
"14801183";00805534970054;"Miccine Chianti Classico Gran Selezione";"750";6;2025;11;3;
"11811765";07070292624782;"Occhipinti SP68";"750";124;2025;11;3;
"15505491";03700397152210;"Amiral de Beychevelle Saint- Julien";"750";26;2025;11;3;
"220400";03377480219992;"Domaine de Fourn Blanquette de Limoux";"750";37;2025;11;3;
"14161243";03770004331024;"La Demoiselle de Sigalas Bordeaux";"750";14;2025;11;3;
"15237570";03249990035587;"Château Haut Bages Monpelou Pauillac Cru Bourgeois";"750";19;2025;11;3;
"14903526";00663935100049;"Sandbanks Cabernet Franc";"750";2;2025;11;3;
"13616269";08033286752587;"Silvio Grasso Langhe Rosso";"750";2;2025;11;3;
"12613955";04000126139550;"Nero d'avola Siccagno Occhipinti Sicilia";"750";11;2025;11;3;
"15371285";03483810000304;"Château de Rouanne Vinsobres";"750";31;2025;11;3;
"15248252";03355820085599;"Vougeot Le Clos du Prieuré Monopole Domaine la Vougeraie";"750";1;2025;11;3;
"15103846";09414603412619;"Babich Select Blocks Marlborough Sauvignon Blanc";"750";113;2025;11;3;
"14707533";03585670000101;"Jonathan Pabiot  Élisa Pouilly-Fumé";"750";105;2025;11;3;
"14708288";00628176471044;"Dist. Mtl Rosemont El Chapleau";"750";28;2025;11;3;
"11017625";03372220190043;"Château Montus Pacherenc du Vic Bilh Sec";"750";13;2025;11;3;
"14748431";00056049137528;"Bù Tempranillo Vin Rouge";"750";1428;2025;11;3;
"913558";03496840005393;"Abbaye St-Hilaire Cerisiers Coteaux Varois en Provence";"750";190;2025;11;3;
"15374718";03760050743599;"Château de Melin Saint Romain Sous le Château";"750";3;2025;11;3;
"15537089";03683080667423;"Chavy-Chouet Saint-Aubin Premier Cru Murgers des Dents";"750";3;2025;11;3;
"11556901";03258690049244;"Château de Ricaud Cadillac Côtes de Bordeaux";"750";169;2025;11;3;
"14852255";03770010616146;"3 Terres Happy Lemon Riesling";"750";31;2025;11;3;
"14915666";03683080598840;"La Grange aux Belles Chaussée Rouge";"750";14;2025;11;3;
"12574141";03760106880353;"Château Fleur Haut Gaussens Bordeaux Supérieur";"750";158;2025;11;3;
"14971035";03531720007637;"Clos Lapeyre Jurançon Sec Clos Lapeyre Jurançon Sec";"750";10;2025;11;3;
"15386479";00628634365960;"Les 5 Plumes Audacieux";"700";18;2025;11;3;
"14946711";07804444001622;"País Salvaje Valle del Maule";"750";45;2025;11;3;
"14703946";03760011903987;"Dom. Emman. Fellot Bour. Char.";"750";43;2025;11;3;
"15179146";00628942047633;"Catalyst Spiritueux Chevaliers Catalyst";"750";18;2025;11;3;
"15489363";00088076189652;"Casamigos Cristalino";"750";9;2025;11;3;
"195362";03041311026041;"Marie Brizard liqueur banane";"750";16;2025;11;3;
"15501457";03760011500858;"Champagne Pascal Doquet Champs Libres Extra Brut 1e cru";"750";10;2025;11;3;
"15347841";05060638171997;"Lindores Old Forester Bourbon Exclusive Cask";"700";1;2025;11;3;
"15332420";03770022369054;"Marc Hennequière Pêche par Stéphane Modat";"750";6;2025;11;3;
"14714371";03760227760015;"Fair Rum";"750";5;2025;11;3;
"12454991";03767143350115;"Château Cambon Beaujolais";"750";35;2025;11;3;
"15174134";03760046710673;"Château la Martinette Côtes de Provence";"750";1;2025;11;3;
"14982893";03760046120328;"Albert Morot Savigny Beaune Premier Cru La Bataillère";"750";5;2025;11;3;
"14999118";03700360022250;"Château des Tourettes Tinus Rouge d'une Nuit";"750";8;2025;11;3;
"13333322";00628242480277;"Georges-Étienne Lafrance";"500";15;2025;11;3;
"15298428";00082000805762;"Smirnoff Vodka & Soda Creamsicle Blast (6 x 355 ml)";"355";60;2025;11;3;
"10809920";05601239605537;"Thasos Moscatel de Setúbal";"750";36;2025;11;3;
"960872";00792131750168;"Château Saint-Georges Saint-Georges-Saint-Émilion";"750";6;2025;11;3;
"15418768";00628942874765;"Grand Dérangement Pembroke";"750";28;2025;11;3;
"12405996";00056049133100;"White Revolution Vin Blanc";"1000";18985;2025;11;3;
"15064963";00087113113476;"Domaine Adélie Mercurey En Pierre Milley";"750";6;2025;11;3;
"13597109";03760234930098;"Domaine de la Taille aux Loups aux Loups";"750";9;2025;11;3;
"15079031";03568211208532;"Domaine Marcel Deiss Le Jeu des Verts";"750";1;2025;11;3;
"14825855";00057496007389;"Oakbank Cabernet Sauvignon";"750";24;2025;11;3;
"15329600";04003669031015;"Hefeweissbier Naturtrüb";"500";47;2025;11;3;
"15218803";03760260361781;"Cyprien Arlaud Bourgogne Oka";"750";8;2025;11;3;
"14346820";00628110521095;"Bold Gin";"750";29;2025;11;3;
"13681714";08007425161868;"Frescobaldi Alie";"750";29;2025;11;3;
"15086564";03469380630929;"Drappier Millésime Exception Brut";"750";10;2025;11;3;
"15512308";08809158909119;"Hwayo X Premium";"500";5;2025;11;3;
"15549987";04000155499878;"Domaine de Montille Volnay Premier Cru Les Mitans";"750";3;2025;11;3;
"14950525";00609780001056;"M. Jodoin Les Bulles Poussent dans les Arbres";"750";1;2025;11;3;
"15082387";03609051271703;"Les Hauts De Smith Pessac-Léognan";"750";4;2025;11;3;
"15258522";08006725100218;"Sella & Mosca La Cala Vermentino di Sardegna";"750";10;2025;11;3;
"14365035";05425007812015;"3 Fonteinen Golden Blend Oude Geuze";"375";1;2025;11;3;
"15476571";03391180023413;"Les Arènes M. Chapoutier Cornas";"750";17;2025;11;3;
"11546949";08032584220262;"Kepos di Ampeleia Toscana";"750";-1;2025;11;3;
"15287788";00827924038168;"Artisans du Terroir Les P'tits Tannants";"750";13;2025;11;3;
"13478880";03263280116664;"Bon Voyage Merlot <0,5%";"750";5;2025;11;3;
"13694486";08051490710001;"Carobbio Chianti Classico";"750";3;2025;11;3;
"13989524";00670459010914;"Tawse Winery Quarry Road Pinot Noir";"750";14;2025;11;3;
"15484087";03770001420035;"Christian Binner Bombisch";"750";13;2025;11;3;
"15312411";03301801703099;"La Cave d'Irouléguy Gabe";"750";5;2025;11;3;
"15526451";04000155264513;"Vignoble Jean-Luc Jamet Syrah Valine";"750";11;2025;11;3;
"15306141";03507160000095;"Domaine Ragot Givry blanc Pur T";"750";2;2025;11;3;
"15526591";04000155265916;"Do. Chante Cigale Châteauneuf- du-Pape Pi";"750";9;2025;11;3;
"13660315";03571710004055;"Laurent Miquel Albarino";"750";2;2025;11;3;
"14954622";00827924039318;"Domaine de Lavoie Rosé Éclaté (4 x 355 ml)";"355";55;2025;11;3;
"14802709";03700188055980;"Château Lafite Rothschild PGCC Pauillac";"750";1;2025;11;3;
"15459640";04000154596400;"Chablis Premier Cru Vaucoupin Domaine Gilbert Picq et Fils";"1500";3;2025;11;3;
"15461571";04000154615712;"Château Montrose Saint-Estèphe";"750";11;2025;11;3;
"15475164";08033087180077;"Bagliesi Terre di Totò Grillo Sicilia";"750";7;2025;11;3;
"15255524";04000152555249;"Castiglion del Bosco Millecento Riserva";"750";2;2025;11;3;
"15054407";03700188060465;"Château Phélan Ségur Saint-Estèphe";"750";1;2025;11;3;
"10784099";05060716145414;"GlenDronach  12 ans Highland Single malt";"750";1;2025;11;3;
"15255567";04000152555676;"Sottimano Currá Barbaresco";"750";1;2025;11;3;
"13996337";03760099780005;"Domaine Catherine et Pierre Breton Vouvray Pierres Rousses";"750";3;2025;11;3;
"14203870";03683080400112;"Fattoria di Sammontana Chianti";"750";4;2025;11;3;
"12307712";05000299613191;"Plymouth English Gin";"750";5;2025;11;3;
"15139304";00674464127506;"Neige Gin";"750";3;2025;11;3;
"14096533";05011007003227;"Jameson (BHT)";"1000";36;2025;11;3;
"15389004";00088076189539;"Mortlach Vallée de Spey Single Malt Scotch Whisky";"750";1;2025;11;3;
"15099955";05608527000906;"Casa Ermelinda Freitas Moscatel De Setubal Superior";"500";14;2025;11;3;
"14400620";08055712340250;"Fattoria di Vaira Ancestrale";"750";1;2025;11;3;
"15445580";00628090050899;"Pierre-Jean Villa Jardin Suspendu";"750";2;2025;11;3;
"12560531";00056049133032;"Woodbridge Cabernet-Sauvignon by Robert Mondavi";"3000";100;2025;11;3;
"15274821";08025022012789;"Produttori Del Barbaresco Rabajà Riserva";"750";3;2025;11;3;
"15534638";00628678354609;"Les Bottes Rouges La Pépée Arbois";"750";6;2025;11;3;
"15376406";04000153764060;"Morey-St-Denis Domaine Hubert Lignier";"750";1;2025;11;3;
"12891621";00056049134169;"Bù Splendido Chardonnay-Fiano vin blanc";"750";28560;2025;11;3;
"13841212";00873156000046;"Capraia Chianti Classico Riserva";"750";0;2025;11;3;
"15404091";00626990127710;"Moraine Cliffhanger";"750";3;2025;11;3;
"15344551";08051732911616;"Dagromis Gaja Barolo";"750";1;2025;11;3;
"15524042";04000155240425;"Domaine du Cellier aux Moines Givry P. Cru Clos du Cellier";"750";8;2025;11;3;
"15052946";03700188059582;"Château Cheval Blanc PGCC Saint-Émilion";"750";6;2025;11;3;
"14266934";08410113055057;"Sangre de Toro Rosé 0,0";"750";7;2025;11;3;
"13553077";05602640000164;"Quinta de Soalheiro Allo";"750";1;2025;11;3;
"15332307";05060044487170;"Lagg Kilmory Edition Single Malt";"700";4;2025;11;3;
"15356510";08032804342569;"Azelia Barolo";"750";3;2025;11;3;
"32276";03473120003829;"Prince Philippe Passe-tout- grains";"750";89;2025;11;3;
"15081659";04000150816595;"Le Grand Rouge Revelette Vin de Pays des IGP Méditerranéen";"750";1;2025;11;3;
"15268448";03683080640945;"Nibiru Schönberg Grüner Veltliner";"750";5;2025;11;3;
"533000";00774336330000;"Silverthorne blanc";"750";204;2025;11;3;
"14400152";03361121700024;"Domaine Rolet Savagnin Ouillé Arbois";"750";5;2025;11;3;
"15274805";08025022012772;"Pora Riserva Barbaresco";"750";1;2025;11;3;
"15207311";04000152073118;"Puech Noble Domaine René Rostaing Coteaux du Languedoc";"750";1;2025;11;3;
"13737378";08059070322170;"E Pira e Figli Langhe Nebbiolo";"750";5;2025;11;3;
"15452288";03760298320163;"Reverdy Terre de Maimbray";"750";2;2025;11;3;
"15400912";08031642000242;"San Michele a Torri Campotrovo Toscana";"750";1;2025;11;3;
"13792422";08437004254320;"Aranléon Blés Valencia";"750";112;2025;11;3;
"14002234";03683080416182;"Viteadovest GC Bianco Terre Terre Siciliane";"750";1;2025;11;3;
