"SAQ CODE (IPC)/CODE SAQ (CIP)";"UPC";"DESCRIPTION";"SALES UNIT/UNITÉ DE VENTE";"QTY OF BOTTLES/QTÉ BOUTEILLE";"YEAR/ANNÉE";"PERIOD/PÉRIODE";"WEEK/SEMAINE"
"15486998";04000154869986;"Serradenari Giulia Negri Serradenari Barolo";"750";1;2025;11;3;
"10682615";03760054340312;"Domaine La Madura Saint-Chinian Classic";"750";72;2025;11;3;
"14970770";08500000590294;"Vigia Black Tears Dry Spiced";"700";70;2025;11;3;
"15087840";00627843797166;"Domaine Bresee Bressoc Rouge";"750";2;2025;11;3;
"15535438";04000155354382;"Domaine Labet Savagnin La Bardette Élevage Long";"750";7;2025;11;3;
"15112574";03440460317015;"L'Elégante d'Edouard Brun Rosé Grand Cru";"750";1;2025;11;3;
"10838780";05608309021174;"Post Scriptum de Chryseia Prats&Symington Douro";"750";12;2025;11;3;
"15243831";00088076188785;"Roseisle Vallée de Spey Single Malt 12 ans";"750";5;2025;11;3;
"14684757";06971878590013;"Jade Dove Sing Vineyard Chardo Ninxgia Xige-Estate";"750";7;2025;11;3;
"15438611";09414416109010;"Villa Maria Reserve Hawkes Bay Cabernet Sauvignon - Merlot";"750";5;2025;11;3;
"15532368";04000155323685;"Dominique Lafon Volnay";"750";14;2025;11;3;
"15161211";00057496014257;"Le Barbeque à Bob Le Chef Pinot Grigio Vin Blanc";"750";409;2025;11;3;
"15438689";09414416106705;"Esk Valley Seabed Chardonnay Esk Valley Seabed Chardonnay";"750";5;2025;11;3;
"15141113";00827586002170;"Lacroix Série Nature Osmose";"750";1;2025;11;3;
"13952756";00773253006135;"Cidrerie du Minot La Bolée Pétillante (4x250 ml)";"250";6;2025;11;3;
"15021277";00895958004923;"Domaine Jean-Marie Berrux Le Petit Têtu";"750";1;2025;11;3;
"14830013";03609051161387;"Les Hauts De Smith Pessac-Léognan";"750";73;2025;11;3;
"15107089";00628504851081;"Distillerie Puyjalon Manitou Acerum";"750";1;2025;11;3;
"10748400";09311832015003;"The Stump Jump d'Arenberg McLaren Vale";"750";1;2025;11;3;
"13574601";08014115001755;"Poli La Première";"700";7;2025;11;3;
"15254396";08059070322132;"E. Pira & Figli Barbera d'Alba Superiore";"750";2;2025;11;3;
"14191021";04000141910219;"Josmeyer Riesling Grand Cru Hengst";"750";4;2025;11;3;
"13132838";00856442005109;"Kirk and Sweeney 23 ans Rhum Dominicain";"750";1;2025;11;3;
"15106481";00082000780038;"Cîroc Pomme Verte";"750";7;2025;11;3;
"15231848";00048415000123;"Polar Ice Berry Blizzard";"750";-2;2025;11;3;
"15459957";07794450005274;"Catena Adrianna Vineyard Fortu na Terrae Malbec";"750";1;2025;11;3;
"13657693";08437012278998;"Rosario Vera Honoro Vera Rioja";"750";107;2025;11;3;
"15246142";03760371950638;"Hoffmann-Jayer Bourgogne Hautes-Côtes de Beaune";"750";1;2025;11;3;
"15243857";00088076188761;"Singleton of Glendullan Vallée de Spey  Single Malt 14 ans";"750";4;2025;11;3;
"15143266";03760222530521;"Fabien Jouves Amphore Cahors";"750";-1;2025;11;3;
"13862241";08026539023190;"Castello Romitorio Brunello di Montalcino Riserva";"750";5;2025;11;3;
"15326847";08033028430230;"Falletto Dolcetto d'Alba";"750";4;2025;11;3;
"15483519";04000151793659;"Tequila Aman Blanco";"750";3;2025;11;3;
"14905521";00628634365052;"Ubald Route 363 Vodka Seigle";"750";5;2025;11;3;
"872796";03338693320028;"Montirius Le Village Vacqueyras";"750";2;2025;11;3;
"14142341";03770012673017;"Dom. Brand La Chimère Riesling";"750";1;2025;11;3;
"13619603";00056049135401;"Wallaroo Trail Cabernet- Sauvignon Bin 414";"4000";260;2025;11;3;
"14704033";03760201530009;"Bedouet MuscadetSèvre et Maine Sur Lie Le Domaine";"750";12;2025;11;3;
"15316403";03176780039268;"LaCheteau Sancerre Les Roches Blanches";"750";-1;2025;11;3;
"15523306";08437016703304;"Dominio del Soto Tempranillo Ribera del Duero";"750";2;2025;11;3;
"14954585";00827586005553;"Saute-Bouchon Québec Cidre";"750";8;2025;11;3;
"15430610";05604882810105;"Esporao Bico Amarelo Vinho Verde";"750";2;2025;11;3;
"14234342";03464882012037;"Domaine de la Grenaudière La Grenouille Muscadet-Sèvre-et-M";"750";4;2025;11;3;
"15205578";03584870018244;"Geoffroy Les Tiersaudes";"750";1;2025;11;3;
"15384924";05010494988710;"Ardbeg Spectacular Islay Single Malt";"750";1;2025;11;3;
"15546410";00628425161122;"TP-Averse Vodka Premium";"1140";2;2025;11;3;
"15361280";00876855003400;"Puech Noble Domaine Rostaing Languedoc";"750";1;2025;11;3;
"14399420";05604146231653;"Coelheiros Alentejo";"750";7;2025;11;3;
"15445619";07804387000713;"Clos Apalta";"750";2;2025;11;3;
"15489161";00850014275105;"Clase Azul Plata Blanco";"750";2;2025;11;3;
"14971027";03233990004346;"Armorik Yeun Elez Single Malt Breton Tourbé";"700";1;2025;11;3;
"15521474";04000155214747;"Le Clos Clos Rougeard Saumur-Champigny";"750";32;2025;11;3;
"11589703";03760176501042;"Bourgogne Aligoté Domaine Naudin Ferrand";"750";1;2025;11;3;
"15054589";04000151478815;"Château Pontet-Canet Grand Cru Classé Pauillac";"750";4;2025;11;3;
"15370266";00895958007269;"Domaine Derain Bourgogne Blanc La Combe";"750";1;2025;11;3;
"15472721";08437007732139;"Bulles by Nature";"750";3;2025;11;3;
"15318089";09120001700226;"Sonnenmulde Donauriesling";"750";1;2025;11;3;
"14254503";08033315730647;"Ar Pe Pe Il Pettirosso Valtellina Superiore";"750";3;2025;11;3;
"15417976";08901193001640;"Amrut Indian Single Malt Cask Strength";"700";27;2025;11;3;
"15200515";04000153131060;"Châtea Haut-Batailley Pauillac Grand Cru Classé";"750";3;2025;11;3;
"14995694";00859670001387;"Coteau Rougemont Versant Orange";"750";1;2025;11;3;
"14703559";00631471000611;"Champa. Fleur de Miraval Brut";"750";1;2025;11;3;
"15216541";03700360021338;"Château des Tourettes Tinus Raisins Rôtis Solera 1721";"750";4;2025;11;3;
"14799992";03412952045720;"Château La Couspaude Grand Cru Classé Saint-Émilion Grand Cru";"750";3;2025;11;3;
"15328754";05391540790021;"Micil";"700";1;2025;11;3;
"14011253";03760204730109;"Château Des Fines Roches Châteauneuf-Du-Pape";"750";1;2025;11;3;
"14956142";04000149561420;"Thierry Laffay & Filles Chablis 1er Cru Mont de Milieu";"750";2;2025;11;3;
"15396870";00895958006392;"Sant'Or Roditis Sant'Or Roditis";"750";12;2025;11;3;
"14557310";03683080400235;"Domaine de l'Enclos Chablis";"750";1;2025;11;3;
"14808078";04000148080786;"Château d'Agassac Haut-Médoc";"750";14;2025;11;3;
"591289";08003095000254;"Carpene Malvolti Prosecco Superiore";"750";1441;2025;11;3;
"13190190";05203888160100;"Kir-Yianni Paranga Macédoine";"750";1118;2025;11;3;
"15083101";05604424433014;"Casa Santos Lima Quid Pro Quo";"750";1835;2025;11;3;
"10512190";03018300007589;"Grand Marnier liqueur d'agrumes";"1140";1024;2025;11;3;
"13028651";03300944773006;"Domaine Laguilhon Jurançon Sec";"750";122;2025;11;3;
"15114529";05416560007598;"Kumeu Village Pinot Noir";"750";29;2025;11;3;
"12206891";09311043404085;"Jacob's Creek Moscato";"750";6701;2025;11;3;
"12674221";08437000043119;"Xarel-Lo Albet i Noya El Fanio Penedès";"750";429;2025;11;3;
"44578";05201273115209;"Samos Muscat";"750";290;2025;11;3;
"13066412";00088004009731;"Dr McGillicuddy Tarte aux Pommes";"750";461;2025;11;3;
"14172719";03683080416199;"Sébastien David Hurluberlu";"750";422;2025;11;3;
"15093748";05601129452425;"Gatao Vinho Branco";"250";896;2025;11;3;
"13692229";08410113002112;"Natureo 0,5";"750";404;2025;11;3;
"15303864";00627987806571;"Fove Rhum brun";"750";56;2025;11;3;
"11974901";00056049032366;"Cliff 79 Chardonnay South East Australia";"3000";2438;2025;11;3;
"963355";03281769875017;"Domaine des Fines Caillottes Pouilly-Fumé";"750";809;2025;11;3;
"11127234";03469380630011;"Drappier Brut Nature Pinot Noir Zéro Dosage";"750";141;2025;11;3;
"12286";03217661012519;"Brotte La Fiole du Pape Châteauneuf-du-Pape";"750";401;2025;11;3;
"46946";05603081100420;"Taylor Fladgate Late bottled Vintage";"750";1472;2025;11;3;
"298505";00631470000049;"La Vieille Ferme";"750";9916;2025;11;3;
"15042756";03760002912165;"Chateau Philippe Le Hardi Côte d'Or Clos de Chaise Dieu";"750";197;2025;11;3;
"13366466";09554423106494;"Gérard Bertrand Gris Blanc Pays d'Oc";"750";6443;2025;11;3;
"10270881";08410869450014;"Marqués Riscal Rioja Reserva";"750";532;2025;11;3;
"14963300";00878102009005;"Hidden Bench Gamay Beamsville Bench";"750";46;2025;11;3;
"15030923";04000150309233;"Ronco del Gnemiz Sauvignon Sol";"750";1;2025;11;3;
"15180032";08033540100932;"Castello di Radda Chianti Classico";"750";152;2025;11;3;
"15538621";03560960004601;"Taupenot-Merme Auxey-Duresses Village PN";"750";7;2025;11;3;
"11470593";00088004400316;"D'Eaubonne V.S.O.P";"1140";2417;2025;11;3;
"14951886";00628110848079;"St-Laurent Gin Citrus";"700";137;2025;11;3;
"11964702";08033237490377;"Monsanto Chianti Classico Riserva";"750";58;2025;11;3;
"6502";03035542002004;"Cointreau liqueur d'agrumes";"750";789;2025;11;3;
"12042603";00818276000217;"Liano Sangio./Cab-Sauv. Umberto Cesari Rubicone";"750";3814;2025;11;3;
"14019837";00744607068208;"El Jimador 100% Agave Blanco";"750";611;2025;11;3;
"561274";03359880100025;"Tariquet Premières Grives Côtes de Gascogne";"750";783;2025;11;3;
"340679";03258431220000;"Laurent-Perrier La Cuvée Brut";"750";638;2025;11;3;
"14548763";03035540010230;"St-Rémy Signature";"700";10;2025;11;3;
"14185000";03760084870049;"Domaine Sérol Éclat de granite Côte Roannaise";"750";380;2025;11;3;
"12698872";06001506003506;"Douglas Green Chenin Blanc Western Cape";"750";3039;2025;11;3;
"10253440";00618109777510;"Ricasoli Rocca Guicciarda Chianti Classico Riserva";"750";712;2025;11;3;
"10503963";08031822030007;"Brancaia Tre Toscana";"750";578;2025;11;3;
"13299136";00627167099199;"Wayne Gretzky No. 99 Riesling Péninsule du Niagara";"750";879;2025;11;3;
"13170201";05600312474060;"Quinta do Pôpa";"750";697;2025;11;3;
"14824238";00628176166087;"Crème de Menthe Émilie Glacial";"750";63;2025;11;3;
"15472633";00624654000195;"Konzelmann Pinot Noir Lakefront Series";"750";231;2025;11;3;
"15521589";00628120440461;"Arsenal & CO. Coco Sando Noix de Coco Grillée";"750";137;2025;11;3;
"10382639";09418076003633;"Saint Clair Origin Sauvignon Blanc Marlborough";"750";411;2025;11;3;
"13359400";00087113119263;"Petit Délice de C'Est la Vie !";"750";881;2025;11;3;
"15266493";00852652001542;"Pompar Minervois";"750";47;2025;11;3;
"15406863";00628719281321;"Comte Alexandre Pierre Côtes du Rhône";"750";1389;2025;11;3;
"15445926";08016760003863;"Col d'Orcia Brunello di Montalcino";"750";98;2025;11;3;
"15067654";00056049138334;"Pas Sages Riesling";"750";2666;2025;11;3;
"270926";00779376109012;"Baco Noir Henry of Pelham VQA Ontario";"750";199;2025;11;3;
"741058";08023352000032;"Pieropan Calvarino Soave Classico";"750";17;2025;11;3;
"907477";08015822000178;"Allegrini Palazzo della Torre Veronese";"750";278;2025;11;3;
"10359156";08412075032350;"Monasterio de Las Vinas Carinena Gran Reserva";"750";1111;2025;11;3;
"14038131";06001506908719;"Boschendal Sommelier Selection Sauvignon Blanc Coastal Region";"750";50;2025;11;3;
"15252180";08000160634383;"Folonari Pinot Grigio Delle Venezie";"3000";558;2025;11;3;
"13829061";00852848000007;"Excelsior Cabernet Sauvignon Robertson";"750";760;2025;11;3;
"12565789";09415549816622;"Oyster Bay Pinot Grigio Hawkes Bay";"750";523;2025;11;3;
"14718267";03760064357638;"Orieux Musc-Sèvre Maine Vallet";"750";24;2025;11;3;
"11874264";03760087400045;"Domaine Mourgues du Grès Terre d'Argence vin de pays du Gard";"750";391;2025;11;3;
"10252869";08022931504244;"Argiano Rosso di Montalcino";"750";90;2025;11;3;
"11156895";00890464460034;"Alma Negra M Blend Mendoza";"750";537;2025;11;3;
"13831794";00088076182714;"Tanqueray Flor de Sevilla";"750";292;2025;11;3;
"286807";08000060100254;"Vecchia Romagna Brandy";"750";89;2025;11;3;
"15410344";00628942467271;"Cidrerie Compton Scrumpy";"750";3;2025;11;3;
"13319715";08437001003600;"Recare. Corpinnat Terrers Brut Nature";"750";26;2025;11;3;
"14074094";03770009616126;"Domaine Loew Vérité Sylvaner";"750";14;2025;11;3;
"14195275";08410439010006;"Parés Baltà Blanc de Pacs Penedès";"750";437;2025;11;3;
"14785961";03495796311190;"Mercurey Pr. Cru Les Croichots Domaine Theulot Juillot";"750";22;2025;11;3;
"12653640";08033576200033;"Ferghettina Franciacorta Brut Milledì";"750";9;2025;11;3;
"15348181";05600284600382;"Pios Excomungado Douro";"750";10;2025;11;3;
"12332301";05601129034041;"Meia Encosta Dão Blanc";"750";3560;2025;11;3;
"15321085";05603977709805;"Diálogo Douro";"375";285;2025;11;3;
"14758875";08000154001849;"Nespolino Trebbiano Rubicone";"750";897;2025;11;3;
"12604080";03683080083476;"Damien Coquelet Fou du Beaujo Beaujolais-Villages";"750";424;2025;11;3;
"11952066";08026720132120;"Dragon Luigi Baudana Langhe";"750";263;2025;11;3;
"13594899";03770003649632;"Vincent Carême Vouvray Spring";"750";520;2025;11;3;
"15254484";03760031560047;"Château de Lascaux Carra Pic Saint-Loup";"750";4;2025;11;3;
"15404251";00627987177039;"Distillerie Mitis Entaille";"500";25;2025;11;3;
"15233296";00850024564015;"Teremana Reposado";"750";93;2025;11;3;
"15121323";03575800193179;"Justin Girardin Bourgogne Chardonnay";"750";12;2025;11;3;
"13946225";03244081500807;"Listel Terres du Midi Grain de Gris";"3000";378;2025;11;3;
"11768795";08002793790009;"Piccini Chianti Classico Riserva";"750";1111;2025;11;3;
"349662";08016104247502;"Nino Franco Prosecco di Valdobbiadene";"750";340;2025;11;3;
"10863766";08033140750506;"Marina Cvetic Montepulciano d'Abruzzo";"750";71;2025;11;3;
"14810531";00628110058751;"Gigi L'amaretto";"750";129;2025;11;3;
"15294662";08410423000402;"Finca El Encinal Crianza";"750";40;2025;11;3;
"856484";08016118121058;"Mazzei Fonterutoli Chianti Classico";"750";376;2025;11;3;
"573402";03508031011530;"Mercurey Michel Juillot";"750";31;2025;11;3;
"11096271";03481260001070;"Domaine du Lendemain Côtes du Roussillon Terre d'Étoiles";"750";205;2025;11;3;
"13630343";08002312991009;"Rosso di Montepulciano Azienda Agricola Pliziano";"750";304;2025;11;3;
"12203796";08410591002178;"Imperial Gran Reserva Rioja";"750";44;2025;11;3;
"15291251";00628451469247;"MVodka Premium";"1750";21;2025;11;3;
"14071037";00854745000258;"Chic Choc Épicé Original";"1140";540;2025;11;3;
"12711424";03108210311675;"Péraclos Montagne St-Émilion";"750";6;2025;11;3;
"15396159";08410773002774;"Gémina Monastrell";"750";45;2025;11;3;
"13114621";05604086326020;"Lavradores de Feitoria Douro Branco";"750";162;2025;11;3;
"15083021";03760222530064;"Fabien Jouves Tu vin plus aux Soirées";"750";6;2025;11;3;
"13265972";08411767968403;"Ontanon Viura Rioja";"750";24;2025;11;3;
"15307515";00608057000389;"Errazuriz Villa Don Maximiano Valle del Aconcagua";"750";3;2025;11;3;
"14392607";00628451469131;"Royalmount Gin Rose & Concombre";"750";29;2025;11;3;
"14820270";00627987041330;"Sivo Série Liquoriste Fraise";"500";11;2025;11;3;
"14444227";08012165001459;"Tinazzi Desto Veneto";"750";52;2025;11;3;
"15237684";08030967024315;"Fattoria Le Pupille Morellino di Scansano";"750";55;2025;11;3;
"12268231";00690604000133;"Château de Nages Costières de Nîmes Héritage Vieilles Vignes";"750";146;2025;11;3;
"15417298";03760163409894;"Do. Zind-Humbrecht Pinot Blanc";"750";17;2025;11;3;
"14522150";00056049136996;"Bù Mousseux avec Vin de Glace";"750";12408;2025;11;3;
"11416141";07804320411149;"Marques de Casa Concha Chardonnay";"750";95;2025;11;3;
"15458145";00827924154059;"Cidre Vigneron Pomme sauvages";"750";27;2025;11;3;
"15498008";03760145422637;"Abeille de Fieuzal Pessac- Léognan";"750";5;2025;11;3;
"13995060";00895958001366;"Laurence et Rémi Dufaitre Brouilly";"750";9;2025;11;3;
"13387355";03760168260056;"Cuvée Julien Le Mas des Flauzières Côtes du Rhône";"750";41;2025;11;3;
"13637748";05021349700098;"Tomintoul Speyside Glenlivet Peaty Tang Sing. Malt";"700";6;2025;11;3;
"15175452";03260980037107;"Boisset Nature d'Ursulines Bourgogne Chardonnay";"750";12;2025;11;3;
"13657538";03570362111616;"Domaine Henry Natter Sancerre";"750";227;2025;11;3;
"11229492";03274510003814;"Dolin vermouth de Chambéry rouge";"750";190;2025;11;3;
"14453676";08021846091610;"Castello di Ama Vinsanto del Chianti Classico";"375";41;2025;11;3;
"15463163";03412952411709;"Château Calon-Ségur Saint-Estèphe";"750";16;2025;11;3;
"10839635";03284890460107;"Henriot Brut Rosé";"750";5;2025;11;3;
"584235";08548310003912;"Château de Montifaud Michel Vallet Cognac";"750";13;2025;11;3;
"14426897";08437012192010;"Mengoba Brezo Bierzo";"750";91;2025;11;3;
"15198451";03700397142211;"Château Beychevelle Grand Cru Classé Saint-Julien";"750";5;2025;11;3;
"15272261";03760126913857;"Les Hauts de Lynch Moussas Haut-Médoc";"750";41;2025;11;3;
"14971086";08437005009479;"Matarromera Crianza Ribera del Duero";"750";34;2025;11;3;
"15082133";08014115000635;"Poli Barrique 1898";"700";6;2025;11;3;
"15175081";09355454000061;"Hither & Yon Shiraz";"750";3;2025;11;3;
"13206121";03760010532720;"Mirabeau Classique Côtes De Provence";"750";58;2025;11;3;
"15361360";08424487300835;"Juvé y Camps Essential Xarel-lo Cava";"750";66;2025;11;3;
"15395252";08802340112168;"Chum Churum Soju à La Pêche";"360";1008;2025;11;3;
"15524253";03662782101534;"Les Cerisiers";"750";25;2025;11;3;
"12257559";00805534970030;"Antico Podere Le Miccine Chianti Classico";"750";20;2025;11;3;
"14045525";08437011795328;"Bernabeleva Navaherreros Vinos De Madrid";"750";4;2025;11;3;
"394890";09312088413889;"Wolf Blass Yellow Label Cab.-S";"375";191;2025;11;3;
"15232630";00628011553140;"Comont Agave Noix de Coco";"700";12;2025;11;3;
"15255655";00087236430559;"Telmont Reserve Brut";"750";7;2025;11;3;
"14256787";03683080416229;"Damien Coquelet Morgon Côte du Py";"750";2;2025;11;3;
"15256631";00600074346044;"Le Bourg des Cèdres Joseph Lalonde";"750";15;2025;11;3;
"15064226";06284514188889;"Cirka Passion";"750";115;2025;11;3;
"15477952";03493399032238;"Maison Piron Morgon Côte du Py";"1500";-1;2025;11;3;
"10269521";03540350112437;"Château Laribotte Sauternes";"750";13;2025;11;3;
"14382329";00627843841449;"Les Bacchantes Rs1";"750";10;2025;11;3;
"15479085";03342832473179;"Chanson Père et Fils Beaune Premier Cru Clos des Fèves";"750";2;2025;11;3;
"15418776";05060996640012;"Càrn Mòr Linkwood Bourbon Barrel Spey Valley Single Malt";"700";2;2025;11;3;
"14280437";08437011788023;"Frisach L'Abrunet de Frisach Terra Alta";"750";197;2025;11;3;
"15440201";03760010294291;"Marthe Sigaud Bourgogne Pinot Noir";"750";1;2025;11;3;
"15476837";04000154768371;"Monier de la Sizeranne M. Chap outier";"750";2;2025;11;3;
"14090094";03513272120002;"Domaine Fouet Saumur Buvons des Fruits";"750";22;2025;11;3;
"15014042";00628176166117;"Crème de Menthe Cannelle Idola";"750";14;2025;11;3;
"15477426";03481630000665;"Château La Clémence Pomerol";"1500";3;2025;11;3;
"15020952";08016044000502;"Rubesco Vigna Monticchio Lungarotti Torgiano Riserva";"750";1;2025;11;3;
"15163435";09421023700141;"Urlar Gladstone Pinot Noir";"750";4;2025;11;3;
"15238185";00892447002125;"Neyen Espiritu de Apalta";"750";1;2025;11;3;
"14234676";06306461420260;"Laherte Frères Blanc de Blancs Brut Nature";"750";7;2025;11;3;
"14792395";00057496012291;"Valle della Rosa Pinot Noir Vin Rouge";"750";588;2025;11;3;
"15241288";00087647114345;"Tamnavulin Sherry Cask Speyside Single Malt";"750";2;2025;11;3;
"12880957";03760014980268;"Jean-Max Roger Sancerre Cuvée Les Caillottes";"750";12;2025;11;3;
"15301615";03760092520332;"Domaine Fond Croze Confidence Côtes du Rhône";"750";8;2025;11;3;
"15490735";00627843777038;"Les Vallons de Wadleigh Brut Méthode Traditionnelle";"750";6;2025;11;3;
"15438591";03516487140001;"Monplaisir Blanc Sec Monplaisir";"750";25;2025;11;3;
"13953089";07071292390202;"Domaine Amalgames chemin faisant";"750";10;2025;11;3;
"14641407";00827924914028;"Union Libre UL Chardonnay";"750";5;2025;11;3;
"10498121";08437003444951;"Finca Antigua Syrah La Mancha Crianza";"750";110;2025;11;3;
"15324585";00818201022208;"Le Serre Nuove dell'Ornellaia Bolgheri";"750";29;2025;11;3;
"14057075";03683080400082;"Chavy-Chouet Bourgogne Les Femelottes";"750";15;2025;11;3;
"15478171";03770030950039;"Bruyère et David Les Parcelles Saint-Joseph";"750";23;2025;11;3;
"13479196";03760082220037;"Domaine Seguinot-Bordet Chablis Vieilles Vignes";"750";20;2025;11;3;
"15316471";00745125365886;"Domaine Capmartin La Cuvée du Couvent";"750";11;2025;11;3;
"15463999";03700541522227;"Ballade de la Pointe Pomerol";"750";2;2025;11;3;
"14928846";00628504255773;"Noroi Esprit-du-Tennessee";"750";2;2025;11;3;
"15210781";04000152107813;"Domaine Les Monts Fournois Côte Cramant Grand Cru";"750";1;2025;11;3;
"10272077";00057496272077;"Sélection Châtenois rouge";"1000";2693;2025;11;3;
"15526283";08437020807227;"Camino del Bosque Garnacha Garnacha Carinena";"750";26;2025;11;3;
"15304921";05060568326795;"GlenAllachie Meikle Toir Original";"700";3;2025;11;3;
"15389080";03683080597102;"Les Maisons Rouges Jasnières sec L'Éclos";"750";52;2025;11;3;
"15525889";03535928079045;"Louis Jadot Chassagne- Montrachet";"750";2;2025;11;3;
"15344578";08051732911302;"Sito Moresco Gaja Langhe";"750";5;2025;11;3;
"12784703";05203888184021;"Kir-Yianni Ramnista";"750";7;2025;11;3;
"10257441";03760149590134;"Le Paradou Viognier";"750";12;2025;11;3;
"15302431";05202413607004;"Sans Rival Ouzo";"700";17;2025;11;3;
"14942867";03300944461101;"Grain Sauvage Jurançon Sec";"750";16;2025;11;3;
"14970745";03377450000926;"Charrette Rhum Blend";"700";3;2025;11;3;
"15302239";03760116961158;"Domaine d'Orfeuilles Vouvray";"750";2;2025;11;3;
"14682989";00628110058645;"HERA";"750";4;2025;11;3;
"13004115";00057496008188;"Smoky Bay Cabernet Sauvignon";"4000";3177;2025;11;3;
"14748554";08054317020338;"Terraquilia Terrebianche Zero Vegan Brut Nature";"750";3;2025;11;3;
"15289821";03760361302133;"Domaine de la Ferté Givry Clos de Mortières";"750";7;2025;11;3;
"13280558";03683080146751;"Bourgogne Aligoté Vini Viti Vinci";"750";2;2025;11;3;
"15461694";04000154616948;"Château de Beaucastel Châteauneuf-du-Pape";"750";27;2025;11;3;
"11861771";08436037407024;"Gaba Mencia";"750";4;2025;11;3;
"14748600";00627987314991;"Dist. La Manufacture Narval Narval";"750";4;2025;11;3;
"15525601";03760087182446;"Château Fourcas Dupré Listrac-Médoc";"1500";6;2025;11;3;
"15194776";00056049138693;"Wallaroo Trail Skip Cabernet Merlot Vin Rouge";"4000";520;2025;11;3;
"15497101";00873399002029;"J-P Maldant Bourgogne-Hautes- Côtes de Beaune";"750";8;2025;11;3;
"15223266";00628942355561;"Vignoble Ste-Angélique Argiles Noires";"750";5;2025;11;3;
"15348018";03700188066856;"Le Sec de Rayne Vigneau";"750";4;2025;11;3;
"15167153";00628678650374;"Pied Cochon Pomme à Chevreuil";"750";11;2025;11;3;
"15523787";03535928079656;"Louis Jadot Beaune 1er Cru Theurons";"750";6;2025;11;3;
"949677";03419466262285;"Château d'Armajan des Ormes Sauternes";"750";4;2025;11;3;
"14851931";05021349702894;"Tomintoul Tlàth Single Malt Speyside";"700";4;2025;11;3;
"14982771";03391180020498;"M. Chapoutier Combe Pilate Viognier Collines Rhodaniennes";"750";7;2025;11;3;
"14905601";00837294000719;"Miel Nature Vodka Saint-Louis";"500";5;2025;11;3;
"15210975";04000152109756;"Cédric Bouchard Roses de Jeanne Les Ursules UR Brut";"750";1;2025;11;3;
"14590380";00827924087029;"Côte de Vaudreuil Côte Blanche";"750";3;2025;11;3;
"15021226";08033229400766;"Tenuta La Fortuna Brunello di Montalcino";"750";1;2025;11;3;
"15404260";03049614236808;"Veuve Clicquot Rosé Coolers";"750";9;2025;11;3;
"15476917";03687080562658;"Xavier Gérard Côte-Rôtie";"750";2;2025;11;3;
"82529";00057496082522;"L'Auberge rouge";"20000";4;2025;11;3;
"15079567";09419161104242;"Seresin Dry Riesling Marlborough";"750";3;2025;11;3;
"10707114";08031802000198;"Cabernet Riserva Vignalta Colli Euganei";"750";12;2025;11;3;
"15472625";09006580231187;"The Six Kings Grüner Veltliner";"750";1;2025;11;3;
"15409440";08414825337838;"Mara Martín Godello Monterrei";"750";3;2025;11;3;
"13212571";03760255730004;"Anita Moulin-à-Vent Coeur de Vigneronne";"750";2;2025;11;3;
"15269774";08002001087228;"Cantina Tollo Puglia Primitivo";"750";-1;2025;11;3;
"15202641";08030198006487;"Vietti Perbacco Nebbiolo Vietti Perbacco Nebbiolo";"3000";1;2025;11;3;
"15086898";08010640004513;"Castagner Nuda Grappa";"500";2;2025;11;3;
"15266119";03683080580098;"Vinyes Singulars Minipuça";"750";3;2025;11;3;
"12561198";00635335119549;"Mas Janeil Le Petit Pas";"750";14;2025;11;3;
"14771404";04850011861291;"Karas White wine";"750";2;2025;11;3;
"11573867";05010494917949;"Glenmorangie Lasanta 12 Ans Sherry Cask Single Malt Scotch";"750";6;2025;11;3;
"15538604";03282946049986;"Nicolas Feuillatte Réserve Exclusive Brut";"750";7;2025;11;3;
"15273247";04260233781213;"S. Meyer Löss Spätburgunder";"750";4;2025;11;3;
"15447921";00659651422435;"Château Peyros Greenwich 43 N Madiran";"750";4;2025;11;3;
"14918761";07798051951053;"Altos Las Hormigas Colonia Las Liebres Malbec";"750";9;2025;11;3;
"863159";03760096270011;"Mas des Chimères Nuit Grave Terrasses du Larzac";"750";2;2025;11;3;
"14338328";06282501011578;"TP-Distillerie Mariana Avril";"1140";3;2025;11;3;
"15273811";06009615932557;"Ladybird Sur Lie Chenin Blanc";"750";1;2025;11;3;
"10863660";08033040490212;"Teroldego Marion Veronese i.g.t.";"750";2;2025;11;3;
"12396823";08033576200019;"Ferghettina Franciacorta Brut";"750";3;2025;11;3;
"10985780";08436005760700;"Luzon Jumilla";"750";1;2025;11;3;
"14549230";00696852145367;"Poplar Grove Pinot Gris Vallée de l'Okanagan";"750";1;2025;11;3;
"15240200";03547831421224;"Château de Chamilly Mercurey au Pied du Mont Morin";"750";2;2025;11;3;
"15526380";03760193930085;"Domaine Pinson Frères Chablis Premier Cru Vaugiraut";"750";3;2025;11;3;
"14284403";00056049136583;"Bodacious Cabernet Sauvignon";"750";180;2025;11;3;
"15442346";09338499004683;"Praxis Pinot Noir";"750";12;2025;11;3;
"15301949";03391180022461;"M. Chapoutier Petite Ruche Crozes-Hermitage";"750";3;2025;11;3;
"15393071";06282503720508;"Wabasso Original Vieilli";"700";5;2025;11;3;
"15017041";08056039311206;"Ferdinando Principiano Ravera di Monforte Barolo";"750";4;2025;11;3;
"15481222";03664395018858;"Maison Champy Beaune Premier Cru Aux Cras";"750";1;2025;11;3;
