saq_ventes_id,code_saq,no_fournisseur,no_succursale,type_client,no_da,annee,periode,semaine,bouteille,montant
330612,14545132,17400778,23068,2,0,2021,5,4,2,79.0
330613,14545132,17400778,23069,2,0,2021,5,4,3,118.5
330614,14545132,17400778,23069,2,0,2021,5,4,3,118.5
330615,14545132,17400778,23079,2,0,2021,5,4,2,79.0
330616,14545132,17400778,23079,2,0,2021,5,4,2,79.0
330617,14545132,17400778,23080,2,0,2021,5,4,1,39.5
330618,14545132,17400778,23080,2,0,2021,5,4,1,39.5
330621,14545132,17400778,23081,20,0,2021,5,4,12,464.8
330622,14545132,17400778,23081,20,0,2021,5,4,12,464.8
330623,14545132,17400778,23084,2,0,2021,5,4,2,79.0
330624,14545132,17400778,23084,2,0,2021,5,4,2,79.0
330625,14545132,17400778,23095,2,0,2021,5,4,1,39.5
330626,14545132,17400778,23095,2,0,2021,5,4,1,39.5
330627,14545132,17400778,23101,2,0,2021,5,4,7,276.5
330628,14545132,17400778,23101,2,0,2021,5,4,7,276.5
330631,14545132,17400778,23102,20,0,2021,5,4,12,464.8
330632,14545132,17400778,23102,20,0,2021,5,4,12,464.8
330633,14545132,17400778,23104,2,0,2021,5,4,3,118.5
330634,14545132,17400778,23104,2,0,2021,5,4,3,118.5
330635,14545132,17400778,23113,2,0,2021,5,4,1,39.5
330636,14545132,17400778,23113,2,0,2021,5,4,1,39.5
330637,14545132,17400778,23116,2,0,2021,5,4,1,39.5
330638,14545132,17400778,23116,2,0,2021,5,4,1,39.5
330639,14545132,17400778,23117,2,0,2021,5,4,1,39.5
330640,14545132,17400778,23117,2,0,2021,5,4,1,39.5
330641,14545132,17400778,23119,2,0,2021,5,4,2,79.0
330642,14545132,17400778,23119,2,0,2021,5,4,2,79.0
330643,14545132,17400778,23121,2,0,2021,5,4,2,79.0
330644,14545132,17400778,23121,2,0,2021,5,4,2,79.0
330645,14545132,17400778,23124,2,0,2021,5,4,1,39.5
330646,14545132,17400778,23124,2,0,2021,5,4,1,39.5
330647,14545132,17400778,23125,2,0,2021,5,4,1,39.5
330648,14545132,17400778,23125,2,0,2021,5,4,1,39.5
330649,14545132,17400778,23129,1,0,2021,5,4,1,39.43
330650,14545132,17400778,23129,1,0,2021,5,4,1,39.43
330651,14545132,17400778,23131,2,0,2021,5,4,5,197.5
330652,14545132,17400778,23131,2,0,2021,5,4,5,197.5
330653,14545132,17400778,23132,2,0,2021,5,4,2,79.0
330654,14545132,17400778,23132,2,0,2021,5,4,2,79.0
330655,14545132,17400778,23133,2,0,2021,5,4,3,118.5
330656,14545132,17400778,23133,2,0,2021,5,4,3,118.5
330657,14545132,17400778,23135,2,0,2021,5,4,1,39.5
330658,14545132,17400778,23135,2,0,2021,5,4,1,39.5
330659,14545132,17400778,23138,2,0,2021,5,4,1,39.5
330660,14545132,17400778,23138,2,0,2021,5,4,1,39.5
330661,14545132,17400778,23140,2,0,2021,5,4,2,79.0
330662,14545132,17400778,23140,2,0,2021,5,4,2,79.0
330663,14545132,17400778,23141,2,0,2021,5,4,2,79.0
330664,14545132,17400778,23141,2,0,2021,5,4,2,79.0
330665,14545132,17400778,23144,2,0,2021,5,4,6,237.0
330666,14545132,17400778,23144,2,0,2021,5,4,6,237.0
330667,14545132,17400778,23148,2,0,2021,5,4,3,118.5
330668,14545132,17400778,23148,2,0,2021,5,4,3,118.5
330669,14545132,17400778,23152,2,0,2021,5,4,3,118.5
330670,14545132,17400778,23152,2,0,2021,5,4,3,118.5
330671,14545132,17400778,23158,2,0,2021,5,4,5,197.5
330672,14545132,17400778,23158,2,0,2021,5,4,5,197.5
330673,14545132,17400778,23162,2,0,2021,5,4,4,158.0
330674,14545132,17400778,23162,2,0,2021,5,4,4,158.0
330675,14545132,17400778,23173,2,0,2021,5,4,4,158.0
330676,14545132,17400778,23173,2,0,2021,5,4,4,158.0
330677,14545132,17400778,23185,2,0,2021,5,4,1,39.5
330678,14545132,17400778,23185,2,0,2021,5,4,1,39.5
330679,14545132,17400778,23187,2,0,2021,5,4,2,79.0
330680,14545132,17400778,23187,2,0,2021,5,4,2,79.0
330681,14545132,17400778,23189,2,0,2021,5,4,1,39.5
330682,14545132,17400778,23189,2,0,2021,5,4,1,39.5
330683,14545132,17400778,23195,2,0,2021,5,4,1,39.5
330684,14545132,17400778,23195,2,0,2021,5,4,1,39.5
330685,14545132,17400778,23202,2,0,2021,5,4,2,79.0
330686,14545132,17400778,23202,2,0,2021,5,4,2,79.0
330687,14545132,17400778,23209,2,0,2021,5,4,1,39.5
330688,14545132,17400778,23209,2,0,2021,5,4,1,39.5
330689,14545132,17400778,23215,2,0,2021,5,4,3,118.5
330690,14545132,17400778,23215,2,0,2021,5,4,3,118.5
330691,14545132,17400778,23218,2,0,2021,5,4,1,39.5
330692,14545132,17400778,23218,2,0,2021,5,4,1,39.5
330693,14545132,17400778,23219,2,0,2021,5,4,3,118.5
330694,14545132,17400778,23219,2,0,2021,5,4,3,118.5
330695,14545132,17400778,23221,2,0,2021,5,4,3,118.5
330696,14545132,17400778,23221,2,0,2021,5,4,3,118.5
330697,14545132,17400778,23234,2,0,2021,5,4,3,118.5
330698,14545132,17400778,23234,2,0,2021,5,4,3,118.5
330699,14545132,17400778,23235,2,0,2021,5,4,1,39.5
330700,14545132,17400778,23235,2,0,2021,5,4,1,39.5
330701,14545132,17400778,23301,2,0,2021,5,4,2,79.0
330702,14545132,17400778,23301,2,0,2021,5,4,2,79.0
330703,14545132,17400778,23309,2,0,2021,5,4,5,197.5
330704,14545132,17400778,23309,2,0,2021,5,4,5,197.5
330705,14545132,17400778,23312,2,0,2021,5,4,4,158.0
330706,14545132,17400778,23312,2,0,2021,5,4,4,158.0
330707,14545132,17400778,23325,2,0,2021,5,4,2,79.0
330708,14545132,17400778,23325,2,0,2021,5,4,2,79.0
330709,14545132,17400778,23335,2,0,2021,5,4,3,118.5
330710,14545132,17400778,23335,2,0,2021,5,4,3,118.5
330711,14545132,17400778,23361,2,0,2021,5,4,1,39.5
330712,14545132,17400778,23361,2,0,2021,5,4,1,39.5
330713,14545132,17400778,23371,2,0,2021,5,4,4,158.0
330714,14545132,17400778,23371,2,0,2021,5,4,4,158.0
330715,14545132,17400778,23380,2,0,2021,5,4,1,39.5
330716,14545132,17400778,23380,2,0,2021,5,4,1,39.5
330717,14545132,17400778,33501,2,0,2021,5,4,4,158.0
330718,14545132,17400778,33501,2,0,2021,5,4,4,158.0
330719,14545132,17400778,33505,2,0,2021,5,4,1,39.5
330720,14545132,17400778,33505,2,0,2021,5,4,1,39.5
330721,14545132,17400778,33507,2,0,2021,5,4,3,118.5
330722,14545132,17400778,33507,2,0,2021,5,4,3,118.5
330723,14545132,17400778,33511,2,0,2021,5,4,2,79.0
330724,14545132,17400778,33511,2,0,2021,5,4,2,79.0
330725,14545132,17400778,33512,2,0,2021,5,4,6,237.0
330726,14545132,17400778,33512,2,0,2021,5,4,6,237.0
330727,14545132,17400778,33513,2,0,2021,5,4,2,79.0
330728,14545132,17400778,33513,2,0,2021,5,4,2,79.0
330729,14545132,17400778,33515,2,0,2021,5,4,3,118.5
330730,14545132,17400778,33515,2,0,2021,5,4,3,118.5
330731,14545132,17400778,33520,2,0,2021,5,4,1,39.5
330732,14545132,17400778,33520,2,0,2021,5,4,1,39.5
330733,14545132,17400778,33524,2,0,2021,5,4,1,39.5
330734,14545132,17400778,33524,2,0,2021,5,4,1,39.5
330735,14545132,17400778,33527,2,0,2021,5,4,3,118.5
330736,14545132,17400778,33527,2,0,2021,5,4,3,118.5
330737,14545132,17400778,33536,2,0,2021,5,4,3,118.5
330738,14545132,17400778,33536,2,0,2021,5,4,3,118.5
330739,14545132,17400778,33539,2,0,2021,5,4,1,39.5
330740,14545132,17400778,33539,2,0,2021,5,4,1,39.5
330741,14545132,17400778,33540,2,0,2021,5,4,2,79.0
330742,14545132,17400778,33540,2,0,2021,5,4,2,79.0
330743,14545132,17400778,33541,2,0,2021,5,4,3,118.5
330744,14545132,17400778,33541,2,0,2021,5,4,3,118.5
330745,14545132,17400778,33542,2,0,2021,5,4,2,79.0
330746,14545132,17400778,33542,2,0,2021,5,4,2,79.0
330747,14545132,17400778,33543,2,0,2021,5,4,4,158.0
330748,14545132,17400778,33543,2,0,2021,5,4,4,158.0
330749,14545132,17400778,33546,2,0,2021,5,4,6,237.0
330750,14545132,17400778,33546,2,0,2021,5,4,6,237.0
330751,14545132,17400778,33547,2,0,2021,5,4,5,197.5
330752,14545132,17400778,33547,2,0,2021,5,4,5,197.5
330753,14545132,17400778,33548,2,0,2021,5,4,4,158.0
330754,14545132,17400778,33548,2,0,2021,5,4,4,158.0
330755,14545132,17400778,33551,2,0,2021,5,4,3,118.5
330756,14545132,17400778,33551,2,0,2021,5,4,3,118.5
330757,14545132,17400778,33557,2,0,2021,5,4,1,39.5
330758,14545132,17400778,33557,2,0,2021,5,4,1,39.5
330759,14545132,17400778,33559,2,0,2021,5,4,1,39.5
330760,14545132,17400778,33559,2,0,2021,5,4,1,39.5
330761,14545132,17400778,33561,2,0,2021,5,4,3,118.5
330762,14545132,17400778,33561,2,0,2021,5,4,3,118.5
330763,14545132,17400778,33563,2,0,2021,5,4,5,197.5
330764,14545132,17400778,33563,2,0,2021,5,4,5,197.5
330765,14545132,17400778,33564,2,0,2021,5,4,2,79.0
330766,14545132,17400778,33564,2,0,2021,5,4,2,79.0
330767,14545132,17400778,33566,2,0,2021,5,4,1,39.5
330768,14545132,17400778,33566,2,0,2021,5,4,1,39.5
330769,14545132,17400778,33567,2,0,2021,5,4,4,158.0
330770,14545132,17400778,33567,2,0,2021,5,4,4,158.0
330771,14545132,17400778,33577,2,0,2021,5,4,5,197.5
330772,14545132,17400778,33577,2,0,2021,5,4,5,197.5
330773,14545132,17400778,33584,2,0,2021,5,4,8,316.0
330774,14545132,17400778,33584,2,0,2021,5,4,8,316.0
330775,14545132,17400778,33585,2,0,2021,5,4,4,158.0
330776,14545132,17400778,33585,2,0,2021,5,4,4,158.0
330777,14545132,17400778,33592,2,0,2021,5,4,2,79.0
330778,14545132,17400778,33592,2,0,2021,5,4,2,79.0
330779,14545132,17400778,33599,2,0,2021,5,4,2,79.0
330780,14545132,17400778,33599,2,0,2021,5,4,2,79.0
330781,14545132,17400778,33604,2,0,2021,5,4,9,355.5
330782,14545132,17400778,33604,2,0,2021,5,4,9,355.5
330783,14545132,17400778,33605,2,0,2021,5,4,3,118.5
330784,14545132,17400778,33605,2,0,2021,5,4,3,118.5
330785,14545132,17400778,33609,2,0,2021,5,4,2,79.0
330786,14545132,17400778,33609,2,0,2021,5,4,2,79.0
330787,14545132,17400778,33611,2,0,2021,5,4,6,237.0
330788,14545132,17400778,33611,2,0,2021,5,4,6,237.0
330789,14545132,17400778,33614,2,0,2021,5,4,1,39.5
330790,14545132,17400778,33614,2,0,2021,5,4,1,39.5
330791,14545132,17400778,33615,2,0,2021,5,4,5,197.5
330792,14545132,17400778,33615,2,0,2021,5,4,5,197.5
330793,14545132,17400778,33629,2,0,2021,5,4,1,39.5
330794,14545132,17400778,33629,2,0,2021,5,4,1,39.5
330795,14545132,17400778,33632,2,0,2021,5,4,2,79.0
330796,14545132,17400778,33632,2,0,2021,5,4,2,79.0
330797,14545132,17400778,33691,1,0,2021,5,4,1,39.43
330798,14545132,17400778,33691,1,0,2021,5,4,1,39.43
330799,14545132,17400778,33693,2,0,2021,5,4,3,118.5
330800,14545132,17400778,33693,2,0,2021,5,4,3,118.5
330803,14545132,17400778,33862,2,0,2021,5,4,4,158.0
330804,14545132,17400778,33862,2,0,2021,5,4,4,158.0
330805,14545132,17400778,CDM,1,0,2021,5,4,1,39.43
330806,14545132,17400778,CDM,1,0,2021,5,4,1,39.43
333605,14561781,17400778,23006,2,0,2021,5,4,2,88.5
333606,14561781,17400778,23006,2,0,2021,5,4,2,88.5
333607,14561781,17400778,23009,2,0,2021,5,4,1,44.25
333608,14561781,17400778,23009,2,0,2021,5,4,1,44.25
333609,14561781,17400778,23036,2,0,2021,5,4,2,88.5
333610,14561781,17400778,23036,2,0,2021,5,4,2,88.5
333611,14561781,17400778,23037,2,0,2021,5,4,1,44.25
333612,14561781,17400778,23037,2,0,2021,5,4,1,44.25
333613,14561781,17400778,23042,2,0,2021,5,4,1,44.25
333614,14561781,17400778,23042,2,0,2021,5,4,1,44.25
333615,14561781,17400778,23045,2,0,2021,5,4,1,44.25
333616,14561781,17400778,23045,2,0,2021,5,4,1,44.25
333617,14561781,17400778,23050,1,0,2021,5,4,1,44.2
333618,14561781,17400778,23050,1,0,2021,5,4,1,44.2
333619,14561781,17400778,23056,2,0,2021,5,4,1,44.25
333620,14561781,17400778,23056,2,0,2021,5,4,1,44.25
333621,14561781,17400778,23058,2,0,2021,5,4,1,44.25
333622,14561781,17400778,23058,2,0,2021,5,4,1,44.25
333623,14561781,17400778,23060,2,0,2021,5,4,1,44.25
333624,14561781,17400778,23060,2,0,2021,5,4,1,44.25
333625,14561781,17400778,23061,2,0,2021,5,4,5,221.25
333626,14561781,17400778,23061,2,0,2021,5,4,5,221.25
333627,14561781,17400778,23068,2,0,2021,5,4,1,44.25
333628,14561781,17400778,23068,2,0,2021,5,4,1,44.25
333631,14561781,17400778,23081,20,0,2021,5,4,12,524.13
333632,14561781,17400778,23081,20,0,2021,5,4,12,524.13
333635,14561781,17400778,23082,2,0,2021,5,4,11,486.75
333636,14561781,17400778,23082,2,0,2021,5,4,11,486.75
333637,14561781,17400778,23088,2,0,2021,5,4,1,44.25
333638,14561781,17400778,23088,2,0,2021,5,4,1,44.25
333639,14561781,17400778,23107,2,0,2021,5,4,1,44.25
333640,14561781,17400778,23107,2,0,2021,5,4,1,44.25
333641,14561781,17400778,23117,2,0,2021,5,4,4,177.0
333642,14561781,17400778,23117,2,0,2021,5,4,4,177.0
333643,14561781,17400778,23129,2,0,2021,5,4,2,88.5
333644,14561781,17400778,23129,2,0,2021,5,4,2,88.5
333645,14561781,17400778,23131,2,0,2021,5,4,1,44.25
333646,14561781,17400778,23131,2,0,2021,5,4,1,44.25
333647,14561781,17400778,23140,2,0,2021,5,4,2,88.5
333648,14561781,17400778,23140,2,0,2021,5,4,2,88.5
333649,14561781,17400778,23144,2,0,2021,5,4,4,177.0
333650,14561781,17400778,23144,2,0,2021,5,4,4,177.0
333653,14561781,17400778,23148,2,0,2021,5,4,1,44.25
