saq_ventes_id,code_saq,no_fournisseur,no_succursale,type_client,no_da,annee,periode,semaine,bouteille,montant
534048,14960213,17400778,23050,2,0,2022,6,2,36,135.0
534049,14960213,17400778,23054,2,0,2022,6,2,20,75.0
534050,14960213,17400778,23056,2,0,2022,6,2,32,120.0
534051,14960213,17400778,23057,2,0,2022,6,2,12,45.0
534052,14960213,17400778,23058,2,0,2022,6,2,16,60.0
534053,14960213,17400778,23059,2,0,2022,6,2,4,15.0
534054,14960213,17400778,23060,2,0,2022,6,2,40,150.0
534055,14960213,17400778,23061,2,0,2022,6,2,116,435.0
534056,14960213,17400778,23063,2,0,2022,6,2,16,60.0
534057,14960213,17400778,23067,2,0,2022,6,2,36,135.0
534058,14960213,17400778,23069,2,0,2022,6,2,4,15.0
534059,14960213,17400778,23070,2,0,2022,6,2,56,210.0
534060,14960213,17400778,23072,2,0,2022,6,2,8,30.0
534061,14960213,17400778,23073,2,0,2022,6,2,20,75.0
534062,14960213,17400778,23076,2,0,2022,6,2,12,45.0
534063,14960213,17400778,23077,2,0,2022,6,2,4,15.0
534064,14960213,17400778,23080,2,0,2022,6,2,14,52.5
534065,14960213,17400778,23081,2,0,2022,6,2,13,48.75
534067,14960213,17400778,23082,2,0,2022,6,2,112,420.0
534068,14960213,17400778,23090,2,0,2022,6,2,5,18.75
534069,14960213,17400778,23091,2,0,2022,6,2,12,45.0
534070,14960213,17400778,23095,2,0,2022,6,2,84,315.0
534071,14960213,17400778,23097,2,0,2022,6,2,52,195.0
534072,14960213,17400778,23099,2,0,2022,6,2,4,15.0
534073,14960213,17400778,23100,2,0,2022,6,2,4,15.0
534074,14960213,17400778,23102,20,0,2022,6,2,72,266.36
534075,14960213,17400778,23104,2,0,2022,6,2,28,105.0
534076,14960213,17400778,23105,2,0,2022,6,2,44,165.0
534077,14960213,17400778,23106,2,0,2022,6,2,16,60.0
534078,14960213,17400778,23108,2,0,2022,6,2,4,15.0
534079,14960213,17400778,23109,2,0,2022,6,2,29,108.75
534080,14960213,17400778,23112,2,0,2022,6,2,4,15.0
534081,14960213,17400778,23119,2,0,2022,6,2,4,15.0
534082,14960213,17400778,23120,2,0,2022,6,2,12,45.0
534083,14960213,17400778,23122,2,0,2022,6,2,4,15.0
534084,14960213,17400778,23123,2,0,2022,6,2,12,45.0
534085,14960213,17400778,23124,2,0,2022,6,2,16,60.0
534086,14960213,17400778,23125,2,0,2022,6,2,48,180.0
534087,14960213,17400778,23126,2,0,2022,6,2,4,15.0
534088,14960213,17400778,23133,2,0,2022,6,2,28,105.0
534089,14960213,17400778,23134,2,0,2022,6,2,20,75.0
534090,14960213,17400778,23135,2,0,2022,6,2,40,150.0
534091,14960213,17400778,23136,2,0,2022,6,2,12,45.0
534092,14960213,17400778,23138,2,0,2022,6,2,8,30.0
534093,14960213,17400778,23140,2,0,2022,6,2,4,15.0
534094,14960213,17400778,23144,2,0,2022,6,2,38,142.5
534095,14960213,17400778,23146,2,0,2022,6,2,8,30.0
534097,14960213,17400778,23148,20,0,2022,6,2,168,621.5
534098,14960213,17400778,23149,2,0,2022,6,2,8,30.0
534099,14960213,17400778,23152,2,0,2022,6,2,44,165.0
534100,14960213,17400778,23156,2,0,2022,6,2,20,75.0
534101,14960213,17400778,23158,2,0,2022,6,2,133,498.75
534102,14960213,17400778,23162,2,0,2022,6,2,32,120.0
534103,14960213,17400778,23163,2,0,2022,6,2,16,60.0
534104,14960213,17400778,23169,2,0,2022,6,2,4,15.0
534105,14960213,17400778,23174,2,0,2022,6,2,24,90.0
534106,14960213,17400778,23175,2,0,2022,6,2,16,60.0
534107,14960213,17400778,23176,2,0,2022,6,2,36,135.0
534108,14960213,17400778,23179,2,0,2022,6,2,52,195.0
534109,14960213,17400778,23180,2,0,2022,6,2,12,45.0
534110,14960213,17400778,23181,2,0,2022,6,2,20,75.0
534111,14960213,17400778,23182,2,0,2022,6,2,4,15.0
534112,14960213,17400778,23183,2,0,2022,6,2,12,45.0
534114,14960213,17400778,23184,99,0,2022,6,2,4,15.0
534115,14960213,17400778,23187,2,0,2022,6,2,21,78.75
534116,14960213,17400778,23188,2,0,2022,6,2,9,33.75
534117,14960213,17400778,23189,2,0,2022,6,2,4,15.0
534118,14960213,17400778,23190,2,0,2022,6,2,4,15.0
534119,14960213,17400778,23192,2,0,2022,6,2,20,75.0
534120,14960213,17400778,23195,2,0,2022,6,2,12,45.0
534122,14960213,17400778,23196,20,0,2022,6,2,72,266.36
534123,14960213,17400778,23199,2,0,2022,6,2,28,105.0
534125,14960213,17400778,23202,99,0,2022,6,2,4,15.0
534126,14960213,17400778,23203,2,0,2022,6,2,8,30.0
534127,14960213,17400778,23205,2,0,2022,6,2,10,37.5
534128,14960213,17400778,23207,2,0,2022,6,2,12,45.0
534129,14960213,17400778,23212,2,0,2022,6,2,8,30.0
534130,14960213,17400778,23214,2,0,2022,6,2,20,75.0
534131,14960213,17400778,23215,2,0,2022,6,2,16,60.0
534132,14960213,17400778,23218,2,0,2022,6,2,24,90.0
534133,14960213,17400778,23219,2,0,2022,6,2,16,60.0
534134,14960213,17400778,23221,2,0,2022,6,2,172,645.0
534135,14960213,17400778,23222,2,0,2022,6,2,4,15.0
534136,14960213,17400778,23223,2,0,2022,6,2,8,30.0
534137,14960213,17400778,23224,2,0,2022,6,2,17,63.75
534138,14960213,17400778,23233,2,0,2022,6,2,12,45.0
534139,14960213,17400778,23234,2,0,2022,6,2,37,138.75
534140,14960213,17400778,23235,2,0,2022,6,2,20,75.0
534141,14960213,17400778,23237,2,0,2022,6,2,4,15.0
534142,14960213,17400778,23301,2,0,2022,6,2,24,90.0
534143,14960213,17400778,23303,2,0,2022,6,2,56,210.0
534144,14960213,17400778,23309,2,0,2022,6,2,76,285.0
534145,14960213,17400778,23312,2,0,2022,6,2,32,120.0
534146,14960213,17400778,23314,2,0,2022,6,2,32,120.0
534147,14960213,17400778,23325,2,0,2022,6,2,8,30.0
534148,14960213,17400778,23329,2,0,2022,6,2,8,30.0
534149,14960213,17400778,23331,2,0,2022,6,2,4,15.0
534150,14960213,17400778,23334,2,0,2022,6,2,20,75.0
534151,14960213,17400778,23335,2,0,2022,6,2,96,360.0
534152,14960213,17400778,23336,2,0,2022,6,2,10,37.5
534153,14960213,17400778,23345,2,0,2022,6,2,12,45.0
534154,14960213,17400778,23347,2,0,2022,6,2,12,45.0
534155,14960213,17400778,23352,2,0,2022,6,2,8,30.0
534156,14960213,17400778,23358,2,0,2022,6,2,4,15.0
534157,14960213,17400778,23359,2,0,2022,6,2,20,75.0
534158,14960213,17400778,23361,2,0,2022,6,2,16,60.0
534160,14960213,17400778,23364,99,0,2022,6,2,2,7.5
534161,14960213,17400778,23366,2,0,2022,6,2,16,60.0
534162,14960213,17400778,23367,2,0,2022,6,2,32,120.0
534163,14960213,17400778,23371,2,0,2022,6,2,32,120.0
534164,14960213,17400778,33501,2,0,2022,6,2,12,45.0
534165,14960213,17400778,33504,2,0,2022,6,2,12,45.0
534166,14960213,17400778,33505,2,0,2022,6,2,20,75.0
534167,14960213,17400778,33506,2,0,2022,6,2,16,60.0
534168,14960213,17400778,33508,2,0,2022,6,2,40,150.0
534170,14960213,17400778,33510,99,0,2022,6,2,1,3.75
534171,14960213,17400778,33511,2,0,2022,6,2,32,120.0
534172,14960213,17400778,33513,2,0,2022,6,2,4,15.0
534173,14960213,17400778,33515,2,0,2022,6,2,4,15.0
534174,14960213,17400778,33518,2,0,2022,6,2,4,15.0
534175,14960213,17400778,33523,2,0,2022,6,2,16,60.0
534176,14960213,17400778,33539,2,0,2022,6,2,3,11.25
534177,14960213,17400778,33546,2,0,2022,6,2,200,750.0
534178,14960213,17400778,33548,2,0,2022,6,2,12,45.0
534179,14960213,17400778,33549,2,0,2022,6,2,16,60.0
534180,14960213,17400778,33550,2,0,2022,6,2,8,30.0
534181,14960213,17400778,33551,2,0,2022,6,2,33,123.75
534182,14960213,17400778,33553,2,0,2022,6,2,32,120.0
534183,14960213,17400778,33554,2,0,2022,6,2,20,75.0
534184,14960213,17400778,33555,2,0,2022,6,2,3,11.25
534185,14960213,17400778,33558,2,0,2022,6,2,16,60.0
534186,14960213,17400778,33559,2,0,2022,6,2,8,30.0
534187,14960213,17400778,33561,2,0,2022,6,2,32,120.0
534189,14960213,17400778,33562,99,0,2022,6,2,4,15.0
534190,14960213,17400778,33563,2,0,2022,6,2,20,75.0
534191,14960213,17400778,33564,2,0,2022,6,2,72,270.0
534192,14960213,17400778,33565,2,0,2022,6,2,8,30.0
534193,14960213,17400778,33566,2,0,2022,6,2,76,285.0
534194,14960213,17400778,33568,2,0,2022,6,2,25,93.75
534195,14960213,17400778,33570,2,0,2022,6,2,20,75.0
534196,14960213,17400778,33571,2,0,2022,6,2,20,75.0
534197,14960213,17400778,33574,2,0,2022,6,2,16,60.0
534198,14960213,17400778,33575,2,0,2022,6,2,4,15.0
534199,14960213,17400778,33578,2,0,2022,6,2,43,161.25
534200,14960213,17400778,33580,2,0,2022,6,2,8,30.0
534201,14960213,17400778,33582,2,0,2022,6,2,8,30.0
534202,14960213,17400778,33583,2,0,2022,6,2,8,30.0
534203,14960213,17400778,33585,2,0,2022,6,2,17,63.75
534204,14960213,17400778,33589,2,0,2022,6,2,12,45.0
534205,14960213,17400778,33592,2,0,2022,6,2,16,60.0
534206,14960213,17400778,33594,2,0,2022,6,2,24,90.0
534208,14960213,17400778,33596,99,0,2022,6,2,1,3.75
534209,14960213,17400778,33601,2,0,2022,6,2,24,90.0
534210,14960213,17400778,33604,2,0,2022,6,2,24,90.0
534211,14960213,17400778,33605,2,0,2022,6,2,12,45.0
534212,14960213,17400778,33606,2,0,2022,6,2,4,15.0
534213,14960213,17400778,33608,2,0,2022,6,2,4,15.0
534214,14960213,17400778,33610,2,0,2022,6,2,4,15.0
534216,14960213,17400778,33611,20,0,2022,6,2,24,88.79
534217,14960213,17400778,33613,2,0,2022,6,2,8,30.0
534218,14960213,17400778,33614,2,0,2022,6,2,4,15.0
534219,14960213,17400778,33615,2,0,2022,6,2,68,255.0
534220,14960213,17400778,33616,2,0,2022,6,2,20,75.0
534221,14960213,17400778,33617,2,0,2022,6,2,20,75.0
534222,14960213,17400778,33619,2,0,2022,6,2,36,135.0
534223,14960213,17400778,33626,2,0,2022,6,2,8,30.0
534224,14960213,17400778,33629,2,0,2022,6,2,16,60.0
534226,14960213,17400778,33632,2,0,2022,6,2,48,180.0
534227,14960213,17400778,33635,2,0,2022,6,2,40,150.0
534228,14960213,17400778,33639,2,0,2022,6,2,8,30.0
534229,14960213,17400778,33692,2,0,2022,6,2,24,90.0
534230,14960213,17400778,33693,2,0,2022,6,2,8,30.0
534231,14960213,17400778,33695,2,0,2022,6,2,20,75.0
534232,14001338,17400778,23061,2,0,2022,6,3,2,79.0
534233,14001338,17400778,23081,2,0,2022,6,3,3,118.5
534235,14001338,17400778,23082,2,0,2022,6,3,5,197.5
534236,14001338,17400778,23087,2,0,2022,6,3,1,39.5
534237,14001338,17400778,23106,2,0,2022,6,3,1,39.5
534238,14001338,17400778,23141,2,0,2022,6,3,1,39.5
534239,14001338,17400778,23144,2,0,2022,6,3,4,158.0
534240,14001338,17400778,23148,2,0,2022,6,3,1,39.5
534241,14001338,17400778,23191,2,0,2022,6,3,1,39.5
534242,14001338,17400778,23198,2,0,2022,6,3,1,39.5
534243,14001338,17400778,23199,2,0,2022,6,3,3,118.5
534244,14001338,17400778,23221,2,0,2022,6,3,1,39.5
534245,14001338,17400778,23226,2,0,2022,6,3,2,79.0
534246,14001338,17400778,23239,2,0,2022,6,3,1,39.5
534247,14001338,17400778,23244,2,0,2022,6,3,1,39.5
534248,14001338,17400778,23365,2,0,2022,6,3,1,39.5
534249,14001338,17400778,23385,1,0,2022,6,3,2,78.94
534250,14001338,17400778,33511,2,0,2022,6,3,-1,-39.5
534251,14001338,17400778,33536,2,0,2022,6,3,2,79.0
534252,14001338,17400778,33580,2,0,2022,6,3,1,39.5
534253,14001338,17400778,33854,2,0,2022,6,3,1,39.5
534254,14001338,17400778,CDM,1,0,2022,6,3,4,157.88
534255,14001338,17400778,CDQ,1,0,2022,6,3,5,197.35
534256,14064873,17400778,23002,2,0,2022,6,3,1,41.25
534257,14064873,17400778,23006,20,0,2022,6,3,12,485.37
534258,14064873,17400778,23081,2,0,2022,6,3,2,82.5
534260,14064873,17400778,23082,2,0,2022,6,3,4,165.0
534261,14064873,17400778,23104,2,0,2022,6,3,1,41.25
534262,14064873,17400778,23125,2,0,2022,6,3,2,82.5
534263,14064873,17400778,23140,2,0,2022,6,3,1,41.25
534264,14064873,17400778,23144,1,0,2022,6,3,1,41.22
534265,14064873,17400778,23148,2,0,2022,6,3,4,165.0
534267,14064873,17400778,23158,99,0,2022,6,3,1,41.25
534268,14064873,17400778,23194,2,0,2022,6,3,4,165.0
534269,14064873,17400778,23199,2,0,2022,6,3,4,165.0
534270,14064873,17400778,23221,2,0,2022,6,3,4,165.0
534271,14064873,17400778,23309,2,0,2022,6,3,1,41.25
534272,14064873,17400778,33501,2,0,2022,6,3,1,41.25
534273,14064873,17400778,33505,2,0,2022,6,3,3,123.75
534274,14064873,17400778,33512,2,0,2022,6,3,8,330.0
534275,14064873,17400778,33546,2,0,2022,6,3,5,206.25
534276,14064873,17400778,33564,2,0,2022,6,3,2,82.5
534277,14064873,17400778,33578,2,0,2022,6,3,2,82.5
534278,14064873,17400778,33615,2,0,2022,6,3,1,41.25
534279,14064873,17400778,33623,2,0,2022,6,3,1,41.25
534280,14064873,17400778,33635,2,0,2022,6,3,1,41.25
534281,14064873,17400778,CDM,1,0,2022,6,3,6,247.31
534283,14250123,17400778,23002,2,0,2022,6,3,1,39.5
534284,14250123,17400778,23033,2,0,2022,6,3,1,39.5
534285,14250123,17400778,23060,2,0,2022,6,3,2,79.0
534286,14250123,17400778,23070,2,0,2022,6,3,1,39.5
534288,14250123,17400778,23082,2,0,2022,6,3,1,39.5
534289,14250123,17400778,23097,2,0,2022,6,3,2,79.0
534290,14250123,17400778,23140,2,0,2022,6,3,1,39.5
534291,14250123,17400778,23141,1,0,2022,6,3,4,157.88
534292,14250123,17400778,23144,2,0,2022,6,3,3,118.5
534293,14250123,17400778,23148,2,0,2022,6,3,1,39.5
534294,14250123,17400778,23158,2,0,2022,6,3,6,237.0
534295,14250123,17400778,23171,2,0,2022,6,3,1,39.5
534296,14250123,17400778,23183,2,0,2022,6,3,1,39.5
534297,14250123,17400778,23190,2,0,2022,6,3,1,39.5
534298,14250123,17400778,23192,2,0,2022,6,3,3,118.5
534299,14250123,17400778,23199,2,0,2022,6,3,1,39.5
534300,14250123,17400778,23204,2,0,2022,6,3,2,79.0
534302,14250123,17400778,23218,2,0,2022,6,3,-1,-39.5
534303,14250123,17400778,23221,2,0,2022,6,3,1,39.5
534304,14250123,17400778,23331,2,0,2022,6,3,1,39.5
534305,14250123,17400778,23335,2,0,2022,6,3,1,39.5
534307,14250123,17400778,23379,2,0,2022,6,3,1,39.5
534308,14250123,17400778,33521,2,0,2022,6,3,2,79.0
534309,14250123,17400778,33546,2,0,2022,6,3,3,118.5
534310,14250123,17400778,33548,2,0,2022,6,3,1,39.5
534311,14250123,17400778,33553,2,0,2022,6,3,1,39.5
534312,14250123,17400778,33564,2,0,2022,6,3,2,79.0
534313,14250123,17400778,33856,2,0,2022,6,3,1,39.5
534314,14545132,17400778,23002,2,0,2022,6,3,5,198.75
534315,14545132,17400778,23004,2,0,2022,6,3,1,39.75
534316,14545132,17400778,23049,2,0,2022,6,3,2,79.5
534317,14545132,17400778,23050,2,0,2022,6,3,2,79.5
534318,14545132,17400778,23054,2,0,2022,6,3,2,79.5
534319,14545132,17400778,23056,2,0,2022,6,3,1,39.75
534320,14545132,17400778,23060,2,0,2022,6,3,2,79.5
534321,14545132,17400778,23061,2,0,2022,6,3,3,119.25
534322,14545132,17400778,23067,2,0,2022,6,3,2,79.5
534323,14545132,17400778,23069,2,0,2022,6,3,5,198.75
534324,14545132,17400778,23073,2,0,2022,6,3,2,79.5
534325,14545132,17400778,23081,20,0,2022,6,3,12,467.64
534326,14545132,17400778,23090,2,0,2022,6,3,4,159.0
534327,14545132,17400778,23097,2,0,2022,6,3,3,119.25
534328,14545132,17400778,23104,2,0,2022,6,3,3,119.25
534329,14545132,17400778,23106,2,0,2022,6,3,1,39.75
534330,14545132,17400778,23116,2,0,2022,6,3,3,119.25
534331,14545132,17400778,23124,2,0,2022,6,3,2,79.5
534332,14545132,17400778,23125,2,0,2022,6,3,7,278.25
534333,14545132,17400778,23133,2,0,2022,6,3,7,278.25
534334,14545132,17400778,23135,2,0,2022,6,3,1,39.75
534335,14545132,17400778,23139,2,0,2022,6,3,5,198.75
534336,14545132,17400778,23144,2,0,2022,6,3,10,397.5
534337,14545132,17400778,23148,2,0,2022,6,3,2,79.5
534338,14545132,17400778,23152,2,0,2022,6,3,3,119.25
534339,14545132,17400778,23160,2,0,2022,6,3,2,79.5
534340,14545132,17400778,23173,2,0,2022,6,3,6,238.5
534341,14545132,17400778,23183,2,0,2022,6,3,4,159.0
534342,14545132,17400778,23184,2,0,2022,6,3,2,79.5
534343,14545132,17400778,23190,2,0,2022,6,3,2,79.5
534344,14545132,17400778,23199,2,0,2022,6,3,3,119.25
534345,14545132,17400778,23202,2,0,2022,6,3,1,39.75
534346,14545132,17400778,23204,2,0,2022,6,3,3,119.25
534347,14545132,17400778,23207,2,0,2022,6,3,1,39.75
534348,14545132,17400778,23211,2,0,2022,6,3,3,119.25
534349,14545132,17400778,23212,2,0,2022,6,3,2,79.5
534350,14545132,17400778,23219,2,0,2022,6,3,1,39.75
534351,14545132,17400778,23231,2,0,2022,6,3,6,238.5
534352,14545132,17400778,23234,2,0,2022,6,3,3,119.25
534353,14545132,17400778,23235,2,0,2022,6,3,1,39.75
534354,14545132,17400778,23240,2,0,2022,6,3,1,39.75
534355,14545132,17400778,23301,2,0,2022,6,3,3,119.25
534356,14545132,17400778,23303,2,0,2022,6,3,2,79.5
534357,14545132,17400778,23309,2,0,2022,6,3,1,39.75
534358,14545132,17400778,23312,2,0,2022,6,3,4,159.0
534359,14545132,17400778,23324,2,0,2022,6,3,1,39.75
534360,14545132,17400778,23335,2,0,2022,6,3,7,278.25
534361,14545132,17400778,23347,2,0,2022,6,3,2,79.5
534362,14545132,17400778,23363,2,0,2022,6,3,2,79.5
534363,14545132,17400778,33501,2,0,2022,6,3,3,119.25
534364,14545132,17400778,33503,2,0,2022,6,3,3,119.25
534365,14545132,17400778,33505,2,0,2022,6,3,3,119.25
534366,14545132,17400778,33510,2,0,2022,6,3,1,39.75
534367,14545132,17400778,33511,2,0,2022,6,3,5,198.75
534368,14545132,17400778,33512,2,0,2022,6,3,3,119.25
534369,14545132,17400778,33513,2,0,2022,6,3,2,79.5
534370,14545132,17400778,33515,2,0,2022,6,3,1,39.75
534371,14545132,17400778,33518,2,0,2022,6,3,5,198.75
534372,14545132,17400778,33520,2,0,2022,6,3,3,119.25
534373,14545132,17400778,33527,2,0,2022,6,3,4,159.0
534374,14545132,17400778,33537,2,0,2022,6,3,2,79.5
534375,14545132,17400778,33539,2,0,2022,6,3,2,79.5
534376,14545132,17400778,33540,2,0,2022,6,3,1,39.75
534377,14545132,17400778,33543,2,0,2022,6,3,2,79.5
534378,14545132,17400778,33546,2,0,2022,6,3,2,79.5
534379,14545132,17400778,33548,2,0,2022,6,3,1,39.75
534380,14545132,17400778,33553,2,0,2022,6,3,2,79.5
534381,14545132,17400778,33558,2,0,2022,6,3,5,198.75
534382,14545132,17400778,33562,2,0,2022,6,3,5,198.75
534383,14545132,17400778,33563,2,0,2022,6,3,12,477.0
534384,14545132,17400778,33564,2,0,2022,6,3,2,79.5
534385,14545132,17400778,33566,2,0,2022,6,3,4,159.0
534386,14545132,17400778,33574,2,0,2022,6,3,5,198.75
534387,14545132,17400778,33575,2,0,2022,6,3,2,79.5
534388,14545132,17400778,33577,2,0,2022,6,3,7,278.25
534389,14545132,17400778,33581,2,0,2022,6,3,2,79.5
534390,14545132,17400778,33586,2,0,2022,6,3,3,119.25
534391,14545132,17400778,33591,2,0,2022,6,3,2,79.5
534392,14545132,17400778,33601,2,0,2022,6,3,3,119.25
534393,14545132,17400778,33610,2,0,2022,6,3,1,39.75
534394,14545132,17400778,33615,2,0,2022,6,3,7,278.25
534395,14545132,17400778,33617,2,0,2022,6,3,2,79.5
534396,14545132,17400778,33626,2,0,2022,6,3,1,39.75
534397,14545132,17400778,33632,2,0,2022,6,3,4,159.0
534398,14545132,17400778,33853,2,0,2022,6,3,1,39.75
534399,14545132,17400778,CDQ,1,0,2022,6,3,1,39.66
534400,14561781,17400778,23050,2,0,2022,6,3,1,44.5
534401,14561781,17400778,23052,2,0,2022,6,3,4,178.0
534402,14561781,17400778,23054,2,0,2022,6,3,2,89.0
534403,14561781,17400778,23056,2,0,2022,6,3,1,44.5
534404,14561781,17400778,23060,2,0,2022,6,3,1,44.5
534405,14561781,17400778,23061,2,0,2022,6,3,2,89.0
534406,14561781,17400778,23073,2,0,2022,6,3,1,44.5
534407,14561781,17400778,23081,2,0,2022,6,3,5,222.5
534409,14561781,17400778,23082,2,0,2022,6,3,7,311.5
534410,14561781,17400778,23095,2,0,2022,6,3,2,89.0
534411,14561781,17400778,23097,2,0,2022,6,3,2,89.0
534412,14561781,17400778,23120,2,0,2022,6,3,1,44.5
534413,14561781,17400778,23139,2,0,2022,6,3,3,133.5
534414,14561781,17400778,23144,2,0,2022,6,3,2,89.0
534415,14561781,17400778,23148,99,0,2022,6,3,1,44.5
534417,14561781,17400778,23158,99,0,2022,6,3,1,44.5
534418,14561781,17400778,23176,2,0,2022,6,3,1,44.5
534419,14561781,17400778,23182,2,0,2022,6,3,1,44.5
534420,14561781,17400778,23183,2,0,2022,6,3,3,133.5
534421,14561781,17400778,23184,2,0,2022,6,3,2,89.0
534422,14561781,17400778,23188,2,0,2022,6,3,1,44.5
534423,14561781,17400778,23202,2,0,2022,6,3,3,133.5
534424,14561781,17400778,23205,2,0,2022,6,3,1,44.5
534425,14561781,17400778,23212,2,0,2022,6,3,1,44.5
534426,14561781,17400778,23215,2,0,2022,6,3,1,44.5
534427,14561781,17400778,23219,2,0,2022,6,3,1,44.5
534428,14561781,17400778,23221,2,0,2022,6,3,4,178.0
534429,14561781,17400778,23240,2,0,2022,6,3,3,133.5
534430,14561781,17400778,23301,2,0,2022,6,3,1,44.5
534431,14561781,17400778,23306,2,0,2022,6,3,20,890.0
534432,14561781,17400778,23309,2,0,2022,6,3,3,133.5
534433,14561781,17400778,23314,2,0,2022,6,3,1,44.5
534434,14561781,17400778,23316,2,0,2022,6,3,53,2358.5
534435,14561781,17400778,23318,2,0,2022,6,3,5,222.5
534436,14561781,17400778,33505,2,0,2022,6,3,4,178.0
534437,14561781,17400778,33511,2,0,2022,6,3,1,44.5
534438,14561781,17400778,33518,2,0,2022,6,3,1,44.5
534439,14561781,17400778,33519,2,0,2022,6,3,1,44.5
534440,14561781,17400778,33526,2,0,2022,6,3,1,44.5
534441,14561781,17400778,33536,2,0,2022,6,3,1,44.5
534442,14561781,17400778,33546,2,0,2022,6,3,2,89.0
534443,14561781,17400778,33548,2,0,2022,6,3,1,44.5
534444,14561781,17400778,33553,2,0,2022,6,3,2,89.0
534445,14561781,17400778,33562,2,0,2022,6,3,4,178.0
534446,14561781,17400778,33577,2,0,2022,6,3,1,44.5
534447,14561781,17400778,33584,2,0,2022,6,3,1,44.5
534448,14561781,17400778,33585,2,0,2022,6,3,1,44.5
534449,14561781,17400778,33596,2,0,2022,6,3,3,133.5
534450,14561781,17400778,33611,2,0,2022,6,3,5,222.5
534451,14561781,17400778,33614,2,0,2022,6,3,2,89.0
534452,14561781,17400778,33615,2,0,2022,6,3,4,178.0
534453,14561781,17400778,33625,2,0,2022,6,3,2,89.0
534454,14561781,17400778,33635,2,0,2022,6,3,1,44.5
534455,14561781,17400778,33851,2,0,2022,6,3,1,44.5
534456,14682882,17400778,23002,2,0,2022,6,3,12,522.0
534457,14682882,17400778,23004,2,0,2022,6,3,2,87.0
534458,14682882,17400778,23005,2,0,2022,6,3,2,87.0
534459,14682882,17400778,23021,2,0,2022,6,3,1,43.5
534460,14682882,17400778,23037,2,0,2022,6,3,2,87.0
534461,14682882,17400778,23050,2,0,2022,6,3,1,43.5
534462,14682882,17400778,23052,2,0,2022,6,3,4,174.0
534463,14682882,17400778,23054,2,0,2022,6,3,2,87.0
534464,14682882,17400778,23055,2,0,2022,6,3,-1,-43.5
534465,14682882,17400778,23057,2,0,2022,6,3,4,174.0
534466,14682882,17400778,23058,2,0,2022,6,3,2,87.0
534467,14682882,17400778,23061,2,0,2022,6,3,6,261.0
534469,14682882,17400778,23062,2,0,2022,6,3,3,130.5
534470,14682882,17400778,23067,2,0,2022,6,3,2,87.0
534471,14682882,17400778,23068,2,0,2022,6,3,2,87.0
534472,14682882,17400778,23070,2,0,2022,6,3,4,174.0
534473,14682882,17400778,23073,2,0,2022,6,3,1,43.5
534474,14682882,17400778,23080,2,0,2022,6,3,6,261.0
534475,14682882,17400778,23081,2,0,2022,6,3,1,43.5
534477,14682882,17400778,23082,2,0,2022,6,3,13,565.5
534478,14682882,17400778,23084,2,0,2022,6,3,7,304.5
534479,14682882,17400778,23096,2,0,2022,6,3,9,391.5
534480,14682882,17400778,23097,2,0,2022,6,3,3,130.5
534481,14682882,17400778,23104,2,0,2022,6,3,2,87.0
534482,14682882,17400778,23106,2,0,2022,6,3,3,130.5
534483,14682882,17400778,23117,2,0,2022,6,3,4,174.0
534484,14682882,17400778,23121,2,0,2022,6,3,1,43.5
534485,14682882,17400778,23123,2,0,2022,6,3,4,174.0
534486,14682882,17400778,23124,2,0,2022,6,3,3,130.5
534487,14682882,17400778,23125,2,0,2022,6,3,2,87.0
534488,14682882,17400778,23129,2,0,2022,6,3,7,304.5
534489,14682882,17400778,23131,2,0,2022,6,3,2,87.0
534490,14682882,17400778,23133,2,0,2022,6,3,2,87.0
534491,14682882,17400778,23135,2,0,2022,6,3,4,174.0
534492,14682882,17400778,23138,2,0,2022,6,3,4,174.0
534493,14682882,17400778,23139,2,0,2022,6,3,2,87.0
534494,14682882,17400778,23140,2,0,2022,6,3,3,130.5
534496,14682882,17400778,23144,2,0,2022,6,3,16,696.0
534499,14682882,17400778,23148,20,0,2022,6,3,24,1023.48
534500,14682882,17400778,23152,2,0,2022,6,3,12,522.0
534501,14682882,17400778,23156,2,0,2022,6,3,6,261.0
534502,14682882,17400778,23158,2,0,2022,6,3,22,957.0
534503,14682882,17400778,23162,2,0,2022,6,3,7,304.5
534504,14682882,17400778,23171,2,0,2022,6,3,1,43.5
534505,14682882,17400778,23173,2,0,2022,6,3,2,87.0
534506,14682882,17400778,23175,2,0,2022,6,3,2,87.0
534507,14682882,17400778,23181,2,0,2022,6,3,2,87.0
534508,14682882,17400778,23182,2,0,2022,6,3,1,43.5
534509,14682882,17400778,23183,2,0,2022,6,3,10,435.0
534510,14682882,17400778,23184,2,0,2022,6,3,5,217.5
534511,14682882,17400778,23185,2,0,2022,6,3,2,87.0
534512,14682882,17400778,23187,2,0,2022,6,3,7,304.5
534513,14682882,17400778,23188,2,0,2022,6,3,7,304.5
534514,14682882,17400778,23190,2,0,2022,6,3,2,87.0
534515,14682882,17400778,23199,2,0,2022,6,3,13,565.5
534516,14682882,17400778,23202,2,0,2022,6,3,8,348.0
534517,14682882,17400778,23203,2,0,2022,6,3,1,43.5
534518,14682882,17400778,23205,2,0,2022,6,3,4,174.0
534519,14682882,17400778,23212,2,0,2022,6,3,1,43.5
534520,14682882,17400778,23214,2,0,2022,6,3,2,87.0
534521,14682882,17400778,23215,2,0,2022,6,3,6,261.0
